TCGA-3H-AB3K-01	TCGA-3H-AB3L-01	TCGA-3H-AB3M-01	TCGA-3H-AB3O-01	TCGA-3H-AB3S-01	TCGA-3H-AB3T-01	TCGA-3H-AB3U-01	TCGA-3H-AB3X-01	TCGA-3U-A98D-01	TCGA-3U-A98E-01	TCGA-3U-A98F-01	TCGA-3U-A98G-01	TCGA-3U-A98H-01	TCGA-3U-A98I-01	TCGA-3U-A98J-01	TCGA-LK-A4NW-01	TCGA-LK-A4NY-01	TCGA-LK-A4NZ-01	TCGA-LK-A4O0-01	TCGA-LK-A4O2-01	TCGA-LK-A4O4-01	TCGA-LK-A4O5-01	TCGA-LK-A4O6-01	TCGA-LK-A4O7-01	TCGA-MQ-A4KX-01	TCGA-MQ-A4LC-01	TCGA-MQ-A4LI-01	TCGA-MQ-A4LJ-01	TCGA-MQ-A4LM-01	TCGA-MQ-A4LP-01	TCGA-MQ-A4LV-01	TCGA-MQ-A6BL-01	TCGA-MQ-A6BN-01	TCGA-MQ-A6BQ-01	TCGA-MQ-A6BR-01	TCGA-MQ-A6BS-01	TCGA-NQ-A57I-01	TCGA-NQ-A638-01	TCGA-SC-A6LM-01	TCGA-SC-A6LN-01	TCGA-SC-A6LP-01	TCGA-SC-A6LQ-01	TCGA-SC-A6LR-01	TCGA-SC-AA5Z-01	TCGA-SH-A7BC-01	TCGA-SH-A7BD-01	TCGA-SH-A7BH-01	TCGA-SH-A9CT-01	TCGA-SH-A9CU-01	TCGA-TS-A7OU-01	TCGA-TS-A7OY-01	TCGA-TS-A7OZ-01	TCGA-TS-A7P0-01	TCGA-TS-A7P1-01	TCGA-TS-A7P3-01	TCGA-TS-A7P6-01	TCGA-TS-A7P7-01	TCGA-TS-A7P8-01	TCGA-TS-A7PB-01	TCGA-TS-A8AF-01	TCGA-TS-A8AI-01	TCGA-TS-A8AS-01	TCGA-TS-A8AV-01	TCGA-TS-A8AY-01	TCGA-UD-AABY-01	TCGA-UD-AABZ-01	TCGA-UD-AAC1-01	TCGA-UD-AAC4-01	TCGA-UD-AAC5-01	TCGA-UD-AAC6-01	TCGA-UD-AAC7-01	TCGA-UT-A88C-01	TCGA-UT-A88D-01	TCGA-UT-A88E-01	TCGA-UT-A88G-01	TCGA-UT-A97Y-01	TCGA-XT-AASU-01	TCGA-YS-A95B-01	TCGA-YS-A95C-01	TCGA-YS-AA4M-01	TCGA-ZN-A9VO-01	TCGA-ZN-A9VP-01	TCGA-ZN-A9VQ-01	TCGA-ZN-A9VS-01	TCGA-ZN-A9VU-01	TCGA-ZN-A9VV-01	TCGA-ZN-A9VW-01
NFKBIZ	1091.46	1699.58	773.746	553.404	695.178	305.591	2938.48	199.525	1247.53	6622.46	63.647	743.877	1199.5	763.556	1467.98	789.24	965.435	869.624	513.043	604.045	3156.66	738.048	2623.16	851.637	2694.87	2184.18	2194.67	1428.94	174.074	640.678	171.875	265.288	626.063	1231.37	655.136	1545.59	729.582	457.229	187.771	634.885	442.387	1781.07	7272.64	1408.46	516.916	1376.95	55.4113	1352.24	2414.24	998.967	798.986	640.048	1312.51	1248.13	981.130000000001	1604.12	203.832	3167.95	2327.98	824.506	284.535	16442.4	2022.05	801.693	112.144	642.589	747.167	917.503999999999	1402.76	2830.77	650.935	3276.21	495.157	757.562	645.147	974.924	850.758	991.743	1632.5	556.139	582.191	616.257	129.851	1381.71	797.251	65.0733	166.667
SMURF2	309.146	352.728	549.471	507.612	295.525	803.797	180.684	411.877	568.553	135.71	540.023	371.216	409.943	961.778	368.145	312.583	615.543	422.363	1072.65	509.467	1295.28	672.705	280.045	502.498	193.792	278.128	652.372	610.638	1142.15	480.851	3941.39	448.382	101.336	199.766	283.543	295.106	1798.75	512.144	240.801	483.722	332.319	548.236	575.358	429.373	801.562	86.6044	265.801	607.502	413.559	151.734	452.943	417.958	563.998	718.224	588.433	487.301	596.062	510.755	204.401	686.757	432.394	271.379	893.553	631.872	512.337	396.29	495.277	889.132	390.011	461.251	875.85	303.495	801.464	749.2	401.99	593.483	659.617	1057.49	248.663	2053.72	221.247	487.925	714.911	113.74	240.55	205.664	705.532
S100PBP	576.22	646.525	521.903	752.649	735.837	581.549	557.504	1196.2	802.503	701.082	716.517	724.377	635.221	1111.11	983.766	510.894	911.477	568.13	808.673	537.914	237.203	484.517	403.986	563.679	726.625	679.911	599.87	1337.87	620.343	555.343	630.488	497.601	442.825	494.733	402.516	537.908	672.528	727.826	670.455	520.095	620.717	486.654	481.175	502.505	969.746	480.374	587.013	806.038	712.542	441.033	690.704	640.445	417.91	995.327	826.375	858.831	910.058	698.248	466.99	877.819	723.758	603.559	694.505	1022.81	961.292	776.002	498.111	1733.2	448.459	956.434000000001	1268.28	710.145	880.343	467.157	821.196	750.105	453.711	823.915	461.891	746.769	693.363	840.34	1079.37	655.141	965.636	437.839	1016.46
ILRUN	2801.83	4448.38	4455.82	4474.97	2573.45	4939	2322.73	3268.41	3349.84	5207.42	2452.17	2697.46	2186.72	2708.44	2720.18	3221.88	3433.35	2896.33	2527.96	4343.95	3614.05	4739.32	1864.61	1343.53	3110.91	3382.84	3540.48	2708.09	2715.8	2340.27	4397.07	3531.44	2171.79	3161.92	2285.12	5980.81	1474.79	4111.48	2662.34	3779.08	3370.29	4253.52	4399.11	3908.3	2548.8	2574.45	3975.76	4001.37	3435.93	4539.04	2638.87	3260.63	3772.5	4005.14	2186.13	1923.8	2602.45	3918.94	2215.59	2662.57	1540.58	2611.96	2945.48	3454.18	2506.23	4918.1	2112.72	3022.05	1982.47	2772.68	4550.6	3154.73	3169.01	4225.32	1822.73	2410.85	2594.97	3053.82	2527.57	2396.2	3228.38	4425.31	2207.76	4026.39	2405.12	1256.48	3762.61
ARMCX5	345.732	527.383	271.526	169.042	357.01	264.846	429.123	596.199	383.025	529.432	449.434	228.941	232.86	257.778	318.548	387.283	332.99	416.025	302.396	184.354	171.862	259.738	280.045	436.831	268.123	449.313	342.56	251.064	349.79	298.921	225.114	163.406	197.12	433.476	446.541	354.127	189.136	167.133	382.035	273.038	228.072	251.125	336.636	277.015	304.164	197.508	64.0693	283.166	387.797	440.443	226.241	183.949	318.86	236.449	310.12	192.558	441.192	284.471	328.236	301.353	390.157	279.783	188.663	271.541	296.31	206.039	324.308	436.43	383.634	353.127	200.68	210.997	265.427	306.37	458.803	284.156	239.026	184.01	265.16	63.4087	377.034	283.542	387.803	427.661	643.757	330.99	264.356
RSRC2	1252.44	1182.88	1655.59	1007.92	1485.56	1153.37	1355.92	1565.32	1417.85	1622.63	1669.66	1110.04	1462.69	1336	1522.69	1651.4	2060.22	1327.75	1470.52	940.242	1549.51	1342.47	1217.45	1291.32	1312.55	1226.14	1430.54	1537.87	1427.49	1512.27	1266.85	1198.47	719.07	1304.72	909.329	1632.44	1391.95	1097.91	1492.97	1445.02	745.601	1253.22	1116.21	968.118999999999	1142.49	922.118	341.125	1779.96	1571.53	1234.54	1179.13	1766.39	1367.25	1324.3	1722.48	1030.71	1906.33	1845.58	2534.88	1224.27	1640.45	1540.29	1609.69	1620.63	1618.88	1443.06	929.786999999999	1272.99	3021.79	1367.65	923.895	1669.22	1385.86	1070.39	2047.83	1226.12	1954.51	1468.7	1498.09	1186.19	1594.08	1023.26	1568.14	1871.7	1749.52	2160.27	1438.73
DBNDD1	654.878	567.524	288.52	112.045	294.037	116.217	731.451	113.064	273.667	287.513	99.18	26.7218	179.248	56	476.032	244.108	119.403	231.779	107.645	957.236	97.1873	594.947	357.704	684.409	295.428	585.221	206.368	464.681	34.4863	83.0865	212.958	240.187	1001.56	406.165	226.939	787.428	375.928	400.722	191.558	730.306	118.005	195.142	627.113	290.388	540.013	427.414	657.143	447.85	349.152	255.055	254.349	597.139	629.127	640.187	123.559	250.443	761.043	228.771	611.712	524.395	494.318	304.498	57.1181	403.864	276.768	629.959	550.378	386.779	242.827	605.032	327.806	312.873	327.61	259.236	149.778	55.9362	340.383	378.535	252.329	338.449	406.29	190.519	289.174	95.9964	120.657	211.287	409.314
C1ORF35	454.878	490.659	370.846	296.188	395.19	368.098	534.522	545.368	326.442	242.455	386.958	198.608	381.783	249.778	450.978	312.583	461.143	559.982	281.856	339.152	207.553	338.149	580.484	525.339	392.135	376.16	357.115	622.128	370.728	436.921	682.051	470.53	841.923	346.469	270.44	358.445	368.113	579.395	293.29	793.133	355.603	345.096	437.347	186.746	404.034	926.48	1235.5	449.68	235.254	421.55	312.406	577.672	365.445	442.991	233.661	705.257	563.066	380.455	700.734	231.652	314.989	310.924	250.974	305.592	317.438	1188.87	292.192	267.866	300.744	247.879	420.918	308.61	302.276	328.416	388.217	232.135	301.277	330.843	323.202	264.54	546.352	335.868	393.055	262.966	240.168	530.227	197.129
THOC6	1225.91	1103.93	1008.23	639.82	1172.14	1353.18	764.061	1055.35	1050.96	663.565	955.908	403.131	751.251000000001	687.342	533.764	846.616	1181.24	949.700999999999	593.233	918.212	654.186	1100.18	1636.11	1302.41	694.473	688.199	1427.12	1578.54	604.734	1566.97	1182.77	1253.19	1723.68	821.923	1311.03	658.493	543.075	1398.15	1128.48	1722.98	1161.62	508.416	800.993	449.92	809.496	1596.97	3965.1	460.654	1399.59	868.794	1039.05	1565.93	1299.96	1153.42	670.331	1944.21	859.031	927.197	1333	659.508	987.300000000001	623.159	651.688	1044.48	643.574	2155.9	832.343	1065.53	740.361	1417.24	918.712	473.674	782.037	442.83	766.587	837.684	802.977	648.185	1351.55	678.724	964.396	509.933	1222.45	650.787	559.393	1066.29	918.095
SAP130	638.415	880.964999999999	760.196	702.959	712.533	897.326	1135.22	674.583999999999	545.158	726.293	1427.18	602.324	650.385	795.556	612.553	764.34	564.591	511.996	945.607	796.896999999999	233.359	669.111	485.567	848.782	705.387	600.817	487.07	696.596	908.55	587.813	870.694	531.562	584.418	484.198	361.635	963.051999999999	721.375	467.575	800.866	736.447	564.096	661.402	398.648	480.478	699.089	595.639	522.078	654.62	818.983	514.834	614.676	783.87	641.339	819.626	649.601	419.965	875.466	509.761	509.263	781.058	782.819	476.52	559.065	683.163	726.779	515.492	413.413	807.353	762.487	671.747	904.762	653.026	720.857	749.2	969.253	485.526	701.117	629.765	520.544	713.651	664.472	732.558	960.023	748.863	893.853	612.975	755.252
AAGAB	930.488	1865.7	1757.18	1645.11	1308.05	853.34	1005.65	1137.29	1591.95	845.911	552.519	772.765	1545	1121.78	1816.18	984.882	1951.11	1045.27	1419.17	1366.58	960.343000000001	1445.38	854.253	1469.97	1518.48	1695.51	1784.54	1319.15	1289.95	1285.45	1659.22	1424.39	1617.21	1552.48	862.683	862.764	951.153	1843.64	1025.43	2362.39	792.697	1172.45	1616.51	1206.93	1414.44	1774.45	1090.04	1596.07	1501.69	1109.96	1359.29	1960.27	1370.87	1935.51	897.941999999999	1595.98	939.329	1145.35	1707.82	1813.45	1721.34	1392.49	1129.81	1704.68	843.507	1074.4	1180.1	2074.92	2564.82	1346.94	1750	1384.48	884.373999999999	2238.48	1224.91	1429.17	1247.01	2814.23	1267.76	1359.05	1518.01	1317.98	1198.42	1723.84	1829.71	1272.54	1267.51
PALB2	244.512	455.642	270.015	274.753	283.129	449.126	356.216	339.192	287.813	379.238	469.348	171.164	227.445	308.444	293.493	288.128	353.062	319.602	278.433	450.725	253.126	303.844	175.714	345.467	266.606	261.047	490.188	444.255	275.069	290.325	201.639	304.663	158.251	270.386	222.746	235.605	449.785	226.426	311.147	251.781	182.035	273.918	332.44	279.881	368.901	62.3053	147.186	275.389	291.525	260.959	280.613	258.244	363.636	413.084	229.99	230.951	196.381	228.771	115.38	291.923	280.984	404.844	267.417	406.45	225.006	353.661	258.816	326.697	339.532	300.791	540.391	364.45	240.094	355.404	252.212	266.257	317.239	300.049	425.233	330.372	268.422	225.85	515.319	333.94	413.135	230.568	466.036
CBLL1	513.415	567.097	830.438	574.351	465.105	548.675	752.056	617.102	490.207	542.842	943.772	340.161	587.025	545.778	439.218	979.991000000001	595.471	485.288	396.348	727.441	682.508	485.498	334.955	783.93	623.471	614.928	488.629	491.915	578.056	536.72	450.648	443.46	306.785	463.909	391.509	754.798	551.778	433.751	459.957	276.817	363.54	563.031	550.181	554.508	695.836	405.608	324.675	605.673	834.576	480.59	406.405	369.09	913.613999999999	489.72	427.562	281.748	474.721	397.365	354.594	625.666	661.476	621.849	464.301	695.232	289.444	434.182	781.802	547.415	776.302	776.42	850.34	1080.99	602.825	510.11	946.872	519.088	442.139	648.166	727.662	508.885	586.213	850.626000000001	557.631	711.556	644.139	463.547	562.325
ZC3H14	932.317	815.202	686.556	526.124	685.757	1180.69	1083.31	713.064	732.318	1030.43	1209.29	727.266	1187.05	763.556	528.186	969.32	809.058	1171.12	991.251000000001	605.523	809.894	707.337	582.053	657.49	1078.56	880.802	663.808	605.532	1217.28	1378.09	1588.8	955.334	860.663	551.697	956.498999999999	1231.29	1602.97	794.281	1094.16	550.8	808.573	732.58	681.198	795.702	804.164	905.296	638.961	677.036	632.542	879.114	575.971	528.01	680.235	1137.38	1022.72	495.57	857.371	606.242	826.06	863.469	1409.22	1138.41	785.807	654.285	1045.27	611.802	946.789	622.1	1440.49	1031.2	754.677	1252.77	1100.86	1043.41	1069.1	823.941	1174.78	798.379	678.173	1026.25	1003.47	509.839	1067.41	874.431	1282.93	971.279	1579.48
PYROXD1	361.604	354.128	223.52	401.047	271.253	142.054	263.021	424.627	394.663	285.915	242.686	228.103	297.141	246.791	272.279	372.886	269.547	230.398	425.048	333.969	460.432	242.638	412.803	769.108	233.703	287.672	444.886	473.026	235.669	166.799	147.674	243.499	187.423	337.152	374.46	188.1	213.005	419.465	181.872	159.869	197.878	247.202	184.861	303.178	393.826	301.62	182.45	204.726	378.068	387.749	284.529	210.175	315.717	235.406	226.853	355.015	388.664	213.766	293.224	312.739	378.005	335.279	372.254	326.388	189.966	475.729	269.185	250.351	416.413	245.038	344.52	361.159	296.472	236.452	247.263	319.245	230.551	288.802	355.564	252.855	358.3	442.482	184.45	561.21	462.329	405.447	183.211
THOC7	1262.2	1369.06	1280.21	885.641	601.959	1155.23	945.418	1089.79	1204.03	868.976	372.511	629.045	488.465	593.778	924.452999999999	1134.73	1639.73	877.773	1430.96	608.109	717.1	944.858	989.177	690.119	659.12	806.907	1174.27	935.745	816.586	515.709	568.026	605.389	1195.21	787.748999999999	1319.18	576.296	979.289	1274.59	441.558	1483.76	1495.44	1012.5	1263.55	1302.93	567.664	651.713	1707.36	1309.7	1382.37	1493.14	952.425	793.008	926.278	895.794	623.91	1252.81	778.606	1032.95	984.707	534.645	760.984	935.739	896.149	531.014	723.61	383.659	953.401000000001	559.932	768.332	785.047	1168.79	445.013	599.946	460.695	918.035000000001	1117.05	876.696	1017.31	1516.42	691.438	1075.88	449.463	561.132	1173.79	835.433	1040.37	1015.41
RUFY1	1743.9	1338.32	1618.96	1507.25	2129.66	1499.25	2023.18	1930.17	1121.87	2181.02	1177.66	1224.15	1988.52	1031.11	1882.65	1405.07	1804.94	1877.77	1450.36	1884.92	1094.87	1803.79	1613.59	1193.03	1491.93	1426.29	1666.54	1711.91	1737.86	1069.14	1315.47	1282.15	1936.49	1792.04	2339.62	2025.91	1131.3	2127.77	2984.31	976.419000000001	1555.76	1308.81	1577.34	1675.46	1308.39	2120.25	1864.94	1637.69	2338.31	1481.33	1820.07	1880.02	1641.79	1103.74	1211.12	1744.24	1376.26	1280.12	1472.58	810.168	1611.1	1081.56	1111.21	1743.9	1372.22	1645.94	2511.97	1764.08	1521.25	1690.87	1188.35	1377.24	1482.59	1659.19	1078.57	1460.49	1602.15	1496.87	2810.45	1157.92	1849.33	1611.36	1464.25	1282.07	1079.04	2701.75	2035.36
ITPKC	827.439	1514.25	473.943	1359.15	704.599	558.398	784.943	276.01	1533.73	1360.32	350.644	705.6	818.261	2190.22	1465.42	671.409	871.333	933.907	653.861	743.696	14417.8	894.871	2547.07	794.534	1198.02	846.268	961.662999999999	1074.04	623.217	909.177	1036.7	718.592	1728.27	451.424	781.971	620.921	674.091	1034.24	933.442	747.784	972.615	1878.24	812.682	1056.48	946.649	1276.64	819.913	939.158	804.746	1533.28	1043.66	1077.87	726.368	1280.37	1010.49	1023.63	1142.1	1959.97	7901.53	1845.43	647.517	3858.63	1670.27	1183.57	491.21	870.732	1095.09	923.763	1350.16	571.675	876.701	815.857	473.278	1691.5	345.608	700.322	1027.13	635.774	575.531	563.813	2174.44	1941.41	867.231	462.693	804.124	636.272	410.014
EEPD1	364.024	288.246	287.764	149.068	180.984	102.327	351.065	265.558	151.251	218.853	106.99	194.997	196.036	280.889	247.475	291.241	278.435	196.922	135.413	265.632	121.896	149.309	193.756	227.593	210.858	270.33	356.075	469.362	175.716	367.682	160.137	81.703	149.922	238.393	146.226	301.344	150.84	318.747	255.411	277.762	283.106	293.512	312.857	254.09	337.996	223.676	383.55	294.145	397.966	360.148	381.523	189.909	409.769	103.738	226.932	281.158	262.374	372.001	245.182	236.572	151.409	255.561	215.924	380.589	236.626	215.512	174.433	175.239	107.864	408.914	189.201	156.436	135.88	146.723	287.505	187.386	137.67	235.458	296.93	139.338	343.39	519.231	154.362	166.97	365.788	102.832	195.728
EGFL8	196.939	152.053	168.958	140.86	214.117	71.3601	105.3	241.097	196.197	302.377	186.88	135.393	117.161	150.284	305.075	223.842	430.968	154.749	108.14	169.151	71.9022	177.759	568.122	95.2666	108.068	111.099	324.829	316.336	79.807	299.193	74.074	136.065	393.059	93.492	135.839	301.761	98.6206	224.472	88.263	337.982	255.701	137.803	569.507	103.976	51.8217	386.187	801.506	124.812	210.183	240.98	198.507	255.876	382.203	73.7664	205.309	278.145	128.739	274.843	420.092	91.5334	88.0215	138.685	196.374	98.9056	204.951	445.147	99.3042	132.418	90.9936	172.636	111.139	161.645	170.616	74.0761	107.474	228.723	131.018	94.0216	226.375	90.5452	139.685	127.272	116.86	78.9308	45.7503	273.34	84.1737
CSRNP2	546.951	825.023999999999	646.903	665.936	877.65	1187.64	902.228999999999	612.351	640.914	599.701	1281.14	993.04	559.407	944	507.222	1210.32	670.612	683.567	376.949	857.116	963.088	685.774	790.714	856.531	592.374	492.759	602.989	656.17	768.962	861.903	962.501	645.257	538.608	609.442	384.172	1229.85	801.094	536.418	1044.91	1154.04	419.632	517.845	383.728	703.045	682.498	470.405	108.225	729.186	441.356	715.572	578.735	768.772	473.994	1080.84	1190.93	578.854	647.153	620.167	991.171999999999	937.679	928.501	1126.54	829.944	750.833	1167.28	1001.78	532.746	721.82	1534.01	901.796999999999	1180.7	1145.35	871.707	551.922	1234.38	965.458999999999	933.759	971.498000000001	705.667	617.528	669.226	832.737	1233.44	527.298	672.394	394.457	634.104
ABHD17A	659.146	384.755	814.199	1200.34	1092.35	727.862	454.879	390.499	520.131	467.209	539.242	672.378	638.471	528	906.558	594.486	1400.41	811.227	863.066	746.652	772.557	745.562	1502.2	636.688	738.002	771.63	895.127	913.192	736.529	1131.7	860.214	898.24	1246.57	684.744	885.744	362.764	563.892	1263.05	449.675	1199.86	1362.08	776.967	915.724	467.582	558.23	1232.4	2133.33	446.935	731.525	812.399	922.474	755.264	1057.89	559.346	441.019	777.318	492.815	747.483	817.108	447.315	580.224	360.356	694.505	557.306	763.224	1169.92	802.268	714.727	336.344	480.23	340.986	428.815	612.037	584.991	650.759	718.221	605.347	449.886	702.612	478.998	927.775	997.317	680.187	383.075	410.462	976.903	544.818
RTL6	735.976	905.733	851.586	780.904	988.720000000001	708.878	1707.78	723.99	743.199	1217.1	808.278	1037.09	824.759	1035.56	615.621	1012.01	389.604	813.943	841.004	635.818	1012.51	997.459	389.081	1094.32	876.424	1049.39	650.292	873.192	580.519	552.955	976.754	848.037	487.94	668.357	915.618	1887.24	876.124	788.71	1002.16	944.769	608.546	912.526	1042.55	745.552	924.528	666.667	335.065	826.166999999999	657.627	747.454	603.156	844.259	686.567	841.121	1119.37	369.758	677.488	519.21	340.669	2444.44	827.204	2133.47	747.728	1108.15	1554.44	626.801	870.593000000001	909.576	1360.79	912.725	867.772	2286.87	1030.62	700.926	1629.05	897.777	1822.43	1155.51	506.491	1511.71	616.2	694.544	1102.42	1022.29	729.286	740.711	1048.67
FYTTD1	1017.07	1397.25	1528.32	1550.6	1098.3	1857.62	1158.99	1314.01	1040.26	903.843	834.049	1636.53	1355.46	1453.33	1310.49	1217.87	1529.08	1320.05	2269.3	1641.08	2060.7	1991.32	1016.63	807.994	1200.3	992.202	1504.87	1300.43	1528.07	1346.57	1474.77	1503.14	1015.44	993.757000000001	1138.36	961.612	1273.15	1119.39	1313.31	1186.63	1095.38	1288.41	1635.16	2622.09	2024.07	919.003	1931.6	2123.97	1208.14	856.679	1704.41	1413.98	2025.78	1751.87	1969.6	1952.16	811.602	3292.31	1300.01	1850.76	1883.85	2563.03	1580.7	2030.09	1448.28	1137.56	1191.75	1154.91	1194.47	1617.25	1970.66	1806.91	1197.59	1615.85	982.595	1391.13	2035.51	2126.63	1199.33	1539.98	831.962	1205.28	1168.95	990.901	1197.4	1036.35	1359.24
POLDIP3	1559.76	1046.65	1658.23	1621.24	1911.49	1458.97	1969.69	1419.95	978.237	1985.77	2059.74	1407.59	1334.89	1005.33	1222.55	1446.42	1162.64	1696.7	1346.52	1106.86	1896.53	1649.58	954.661	1520.55	1595.84	1512.44	972.06	1076.6	1427.08	1310.76	1576.64	1847.67	974.492	1368.71	2056.6	2050.38	1981.24	1571.45	2063.85	1498.4	1978.57	1327.2	1511.6	1398.93	1415.09	1421.81	2707.36	1008.23	1357.97	1422.88	1267.14	1392.53	1379.47	922.43	1370.16	1018.31	1401.28	1220.44	696.258	1642.48	1246.71	1715.77	1471.22	1215.9	2942.5	1784.09	2322.11	1597.18	1979.28	1233.07	1202.38	2089.09	1999.63	1344.83	2438.63	1498.53	2697.93	1432.27	1086.91	2038.37	1131.1	949.911	2062.74	1237.94	1043.53	2531.43	1293.07
SARNP	1703.46	1318.69	1375.35	1020.4	1431.03	1349.6	1094.42	1169.56	1278.47	917.306	1025.37	764.958	975.241	757.582	1347.77	1356.7	1565.03	1155.46	1792.33	1218.68	978.484	1545.46	1484.25	1190.41	1046.19	1043.17	1036.82	1041.58	1803.49	1104.06	1523.71	1289.22	2987.41	1399.13	1031.28	960.408	1258.25	1566.51	1522.02	1554.67	1805.27	915.121	764.303	723.883	1055.01	2197.12	1787.93	925.933	621.037	1369.62	1628.87	1290.52	1585.02	1173.47	1022.88	2066.33	1494.04	1118.99	2442.84	1216.72	1531.26	1248.36	1549.65	1099.93	995.529	1264.66	1048.58	1653.72	2097.35	1727.11	1399.48	830.448	775.669	863.114999999999	1021.35	1103.34	1520.89	1050.68	1265.3	900.876	1229.64	576.118	961.158	1307.66	1031.6	1455.78	1073.94
ZNF528	254.268	151.596	290.03	297.162	386.265	217.155	446.558	155.82	348.205	753.113000000001	402.968	298.273	373.118	213.333	404.448	334.815	238.806	338.615	295.55	382.377	90.5984	721.385	297.302	365.453	177.484	350.91	277.063	119.575	77.5942	412.09	511.014	196.875	25.6811	316.816	217.505	532.15	208.285	364.908	293.831	334.448	351.369	487.854	219.606	99.8209	250.163	360.125	146.32	204.483	303.729	358.967	214.722	346.841	95.8842	494.392	407.377	107.501	548.164	347.135	328.733	179.582	195.794	203.164	174.816	237.922	364.974	290.507	636.65	610.418	195.537	518.188	571.854	143.222	430.671	28.8885	571.997	306.531	249.002	631.643	503.437	193.053	39.861	596.154	503.356	277.525	372.661	220.125	709.734
TMEM209	612.195	924.522	368.58	547.558	496.343	738.048	592.769	618.527	767.138	622.23	1064.43	293.217	1002.38	458.667	612.041	937.306	479.671	383.884	386.078	1005.63	231.712	520.456	389.081	1136.33	672.014	623.468	935.153	797.872	500.051	230.637	710.138	514.827	357.453	636.754	471.174	792.226	888.238000000001	347.398	549.242	198.874	247.652	797.761	877.491	867.343	691.607	492.835	378.355	972.553	629.153	597.491	456.629	533.969	776.118999999999	816.355	782.946	334.908	480.575	441.627	544.573	602.706	582.013	595.65	308.092	411.622	320.607	420.762	1386.97	720.985	550.478	775.27	945.578	895.567	598.795	1197.35	847.450000000001	572.228	692.737	500.958	949.442000000001	951.535	831.231	1387.3	507.733	1015.47	1048.11	1187.39	461.485
UBE3B	870.122	1025.3	1043.05	947.997	1121.61	1061.23	1481.92	1054.16	1154.52	992.35	1046.86	1059.48	1202.21	1088	1132.56	1542.02	960.885	907.65	1355.65	1235.06	571.593	1357.5	852.684	2175.18	1314.83	1026.74	1307.34	1151.49	913.887	751.121	1176.72	776.67	539.302	966.836	710.692	1334.45	1652.99	1112.23	1100.65	793.133	745.601	1098.47	663.947	904.119	1581	683.489	460.606	1391.13	1019.66	735.646	911.876	924.116	1032.56	1309.35	993.975	820.437	2192.66	742.51	640.557	936.039	688.322	546.713	801.817	702.99	1098.62	865.996	954.031000000001	940.869	1512.75	1180.16	1429.85	1627.02	1551.68	1291.24	1605.81	1067.82	1025.14	1422.14	1148.01	915.186	1142.44	1320.66	1112.05	1175.16	1001.53	875.678	1229.34
ZNF160	469.512	510.729	382.175	438.436	464.113	369.95	398.613	272.684	596.844	620.084	519.719	428.993	519.333	427.556	334.91	492.219	616.572	395.201	505.135	351.344	413.458	760.591	582.053	765.983999999999	397.823	473.821	545.809	284.255	380.581	865.723000000001	562.996	352.898	59.6911	236.832	325.472	260.557	334.896	415.843	214.827	576.309	239.714	417.475	506.819	346.746	518.543	418.692	211.255	600.64	588.475	332.399	347.425	471.99	475.351	739.72	444.689	232.132	589.143	627.627	389.904	594.506	474.273	361.839	417.568	513.773	535.049	377.344	367.759	605.411	149.841	528.541	564.201	307.332	743.887	39.1515	653.772	495.595	80.6065	538.511	424.622	444.265	76.0651	617.621	632.623	318.926	247.804	322.956	586.835
CCDC32	427.25	403.792	146.159	592.625	252.852	235.157	329.327	466.513	198.504	461.534	279.207	484.315	427.981	300.302	409.582	415.847	433.505	332.608	260.867	406.373	520.611	281.546	506.041	344.097	385.047	531.853	474.147	216.004	436.063	200.377	300.291	471.864	258.476	656.726	354.413	250.417	230.52	327.08	254.172	426.096	423.056	401.068	635.934	464.888	186.679	291.595	379.03	242.333	118.522	573.609	397.281	452.777	212.895	320.57	427.409	259.716	245.902	458.118	496.188	176.974	419.676	302.462	477.257	407.195	288.314	166.086	364.503	415.172	456.854	391.563	258.291	341.875	405.701	377.12	282.099	334.074	218.152	188.036	547.61	322.706	209.6	358.605	330.998	563.753	350.443	336.582	222.094
TMEM259	3728.05	3095.12	3348.19	4644.5	4952.03	3682.37	2312.04	1318.76	2445.59	2738.88	1718.47	2957.45	3242.17	2100.44	3154.29	3465.98	6300.05	3230.42	3364.78	3997.78	4208.16	4310.02	4614.85	2926.07	3768.89	4425.55	3613.26	3250.21	3000.72	4811.86	5077.02	3363.11	4601.08	5152.95	3196.54	1592.61	2924.97	5564.74	1956.17	3241.03	2914.14	4399.88	6611.96	2309.25	2599.87	5246.11	8104.76	2425.43	3548.47	4554.39	3182.12	2401.27	3713.25	3786.45	2324.98	2398.7	1986.7	4363.05	4896.68	2460.84	4256.64	2420.66	2546.95	3160.65	3637.06	4955.99	3020.15	4804.48	3528.16	2470.17	2260.2	2875.53	3501.22	3444.95	3496.11	3529.58	2451.72	2066.17	2731.63	3668.42	4396.05	4153.85	3010.21	1666.97	2297.06	5948.99	2661.41
