TCGA-N5-A4R8-01	TCGA-N5-A4RA-01	TCGA-N5-A4RD-01	TCGA-N5-A4RF-01	TCGA-N5-A4RJ-01	TCGA-N5-A4RM-01	TCGA-N5-A4RN-01	TCGA-N5-A4RO-01	TCGA-N5-A4RS-01	TCGA-N5-A4RT-01	TCGA-N5-A4RU-01	TCGA-N5-A4RV-01	TCGA-N5-A59E-01	TCGA-N5-A59F-01	TCGA-N6-A4V9-01	TCGA-N6-A4VC-01	TCGA-N6-A4VD-01	TCGA-N6-A4VE-01	TCGA-N6-A4VF-01	TCGA-N6-A4VG-01	TCGA-N7-A4Y0-01	TCGA-N7-A4Y5-01	TCGA-N7-A4Y8-01	TCGA-N7-A59B-01	TCGA-N8-A4PI-01	TCGA-N8-A4PL-01	TCGA-N8-A4PM-01	TCGA-N8-A4PN-01	TCGA-N8-A4PO-01	TCGA-N8-A4PP-01	TCGA-N8-A4PQ-01	TCGA-N8-A56S-01	TCGA-N9-A4PZ-01	TCGA-N9-A4Q1-01	TCGA-N9-A4Q3-01	TCGA-N9-A4Q4-01	TCGA-N9-A4Q7-01	TCGA-N9-A4Q8-01	TCGA-NA-A4QV-01	TCGA-NA-A4QW-01	TCGA-NA-A4QX-01	TCGA-NA-A4QY-01	TCGA-NA-A4R0-01	TCGA-NA-A4R1-01	TCGA-NA-A5I1-01	TCGA-ND-A4W6-01	TCGA-ND-A4WA-01	TCGA-ND-A4WC-01	TCGA-ND-A4WF-01	TCGA-NF-A4WU-01	TCGA-NF-A4WX-01	TCGA-NF-A4X2-01	TCGA-NF-A5CP-01	TCGA-NG-A4VU-01	TCGA-NG-A4VW-01	TCGA-QM-A5NM-01	TCGA-QN-A5NN-01
HP1BP3	4670.64	3127.86	2859.15	3037.76	2977.36	3151.04	4692.83	5747.84	4420.93	3559.93	3733.93	4379.31	3805.04	2469.54	3484.11	2801.94	2117.46	3707.92	4335.98	4853.14	3213.5	3988.04	3031.51	3059.37	4876.06	4062.21	3349.8	4058.86	4902.72	4771.84	3871.48	4383.08	3177.02	2451.05	2371.34	2205.03	2287.86	4480.36	4452.14	3205.87	2594.7	4135.99	4933.05	10179.7	3322.07	2561.37	3175.37	3702.48	4433.72	3798.98	4733.64	5580.36	4071.2	2708.03	3714.09	2908.5	2514.45
COPS4	572.08	822.993	795.539	996.853	626.034	506.51	679.238	806.661	257.956	1156.06	959.303	916.926	544.693	449.533	748.246	855.494	986.71	657.92	865.609	618.423	828.923	574.623	773.189	794.86	1005.73	803.579	813.136	898.659	661.523	700.078	739.947	620.143	523.957	727.4	522.319	560.679	655.134	653.482	687.31	1003.07	1272.69	710.123	646.536	1213.81	918.489	503.876	754.594	856.433	878.482	820.946	684.932	837.674999999999	875.404	1080.33	800.09	793.388	1209.38
GPN3	531.393	834.227	855.845	447.451	331.302	380.859	597.578	692.042	117.165	829.174	633.726	666.216	222.933	344.598	409.822	635.272	432.83	495.095	412.771	579.827	606.752	505.98	457.387	348.25	468.867	542.394	423.116	340.218	531.468	500.39	436.18	443.02	313.665	767.682	250.364	642.668	946.903	341.497	350.536	463.425	523.55	344.07	228.933	554.957	365.308	483.85	482.54	587.359	582.613	231.791	728.057	588.778	408.981	457.776	323.728	352.42	287.068
SCAND1	2466.15	2042.59	2168.11	2670.23	4212.02	2984.38	1698.33	729.239	2347.64	1050.62	868.771	2583.28	2360.8	4391.73	1152.7	789.012	1223.42	1085.06	883.973000000001	762.033	2551.55	1587.1	5726.62	3834.74	2381.1	1207.07	2521.89	953.819	1465.75	585.803	1982.67	1578.13	1912.6	5401.87	2347.91	2517.2	1944.95	4362.73	1767.66	991.24	2202.14	1647.75	1677.43	1046.56	877.734	2516.15	3284.27	1051.92	1642.17	1642.88	1070.52	1983.57	844.256	866.117	1025.66	5185.95	1896.73
RSRC1	198.176	273.029	238.744	103.21	85.3287	65.7552	182.2	365.052	38.0906	501.933	151.312	49.7096	67.5695	149.844	185.308	204.524	117.816	191.066	190.735	176.372	248.631	148.206	72.2982	62.4723	128.879	190.03	71.7923	338.205	247.807	390.796	248.467	198.581	8.8731	230.445	164	194.023	107.126	191.828	181.745	229.523	243.784	202.965	89.4195	231.443	210.239	138.889	309.764	145.373	210.855	116.143	189.751	209.619	147.249	254.892	161.189	68.477	171.956
THEM6	527.534	366.806	523.337	463.184	853.287	591.146	275.66	233.131	1459.98	287.171	435.235	236.12	262.923	437.972	420.553	942.752	1485.99	1040.49	601.836	983.282999999999	1018.7	618.825	1497.68	599.468	1325.95	973.157	2151.22	312.034	616.179	547.582	490.702	573.443	150.399	261.358	340.403	597.854	1119.16	2845.81	464.279	202.803	204.973	1090.49	595.506	705.311	724.155	1346.25	1910.92	1008.58	796.83	1187.24	777.27	595.992	1889.97	585.994	1867.18	2041.91	968.261
POMP	3882.15	4071.01	4305.25	3158.59	2796.26	2003.91	1579.38	1676.04	1359.69	2444.29	1882.05	5386.46	3682.77	3959.98	2732.15	3051.71	1892.6	1523.23	2099.33	1394.82	3070.71	1873.63	7625.45	2812.14	2386.24	2527.48	3663.44	1453.07	1356.09	1586.19	2014.6	1966.45	1476.49	2686.65	2548.2	3821.38	3360.19	3273.31	1264.93	2863.34	1471.6	4990.8	1535.11	1930.1	2176.44	3968.35	1979.03	1970.2	1941.88	1083.51	2472.86	2022.04	1687.3	2145.21	1356.6	1837.07	2515.87
HIKESHI	1560.86	647.161	741.016	814.349	631.693	493.49	588.61	349.048	563.645	891.388	814.366	734.837	372.781	601.601	334.709	680.055	591.595	1002.99	829.716	590.149	890.967	606.344	2415.97	1062.47	951.967	514.274	1078.92	845.915	445.35	851.404	789.018	810.309	582.964	875.41	828.728	1157.01	872.615	189.72	427.444	924.66	846.978	518.405	566.948	639.003	501.491	692.506000000001	624.146	532.28	547.55	744.509	579.909	666.533	451.052	868.692	492.571	1276.27	885.836
CWC15	2871.97	616.39	698.059	1293.9	1412.71	1117.84	1415.59	416.955	1074.73	1088.93	1447.24	1535.59	1466.3	1390.84	576.971	804.709	922.413999999999	1590.3	1016.69	684.394	1036.95	1395.74	3519.02	1242.36	1101.4	741.798	1500	1391.07	737.798	1228.16	1089.67	1961.82	713.842	1499.77	1755.76	1906.61	1486.3	524.05	767.861	1497.59	1030.93	1102.25	769.663	998.416	817.594	1295.22	927.754	925.959	764.169	805.063	1010.15	895.791999999999	697.411	1130.28	612.337	1604.49	947.418
UFC1	2454.93	2545.17	3255.68	1590.31	2990.42	4152.99	3996.6	2246.11	1168.76	2280.84	2735.52	3172.77	2910.09	2937.31	2657.04	2365.19	2540.95	1486.61	3795.08	3080.89	1770.99	1172.13	5853.14	3626.5	2543.19	4253.09	6128.82	1964.81	2049.59	1854.91	1430.05	1894.09	4059.45	2867.92	3443.54	3306.53	4588.63	1962.97	1961.14	1331.58	1957.95	3083.33	1864.23	1524.65	1081.51	3304.91	1927.08	1998.65	1816.52	2332.3	2936.58	3164.33	1455.1	1864.06	3613.69	4831.76	4279.96
OSER1	1092.95	717.005	1048.74	563.247	1168.48	747.396000000001	971.419	1327.42	901.639	1036.56	437.361	1282.18	641.681	846.598000000001	608.75	612.65	690.014	908.998	464.107	1054.64	380.474	842.434	1010.67	534.781	939.711	683.426	695.01	1294.44	899.488	471.529	790.186	876.783	705.856	703.981	750.173	1150.89	1026.57	851.213000000001	812.791	676.303	2070.35	590.491	749.532	981.523000000001	512.923	768.734	1267.53	445.598	557.157	984.241	845.764	593.988	637.54	828.012	549.752	1057.85	590.715
SIRT7	459.137	366.806	874.432	272.498	585.111	824.219	261.5	259.516	1360.17	378.559	119.01	349.588	364.967	661.627	664.878	399.815	428.879	356.539	298.831	390.441	406.478	339.054	779.716	1818.79	381.894	288.027	522.403	241.575	810.558	427.067	144.095	313.858	764.419	442.155	339.025	577.484	928.600000000001	268.56	286.177	253.614	186.376	321.575	387.172	505.543	221.173	487.726	557.576	494.808	402.978	711.751	422.628	427.255	255.663	277.549	385.412	410.862	342.965
LUC7L3	3998.95	3104.42	3189.59	1329.14	2480.19	2722.01	3666.66	2284.6	3317.26	1672.06	1907.13	3222.48	2389.75	2995.55	4108.96	3240.54	2718.39	3125.89	1618.11	2390.22	2731.3	2355.17	1848.12	1901.64	4169.2	2689.82	3733.71	8225.23000000001	4696.39	3213.34	2602.67	4345.63	3597.6	2333.02	4174.42	2972.47	2870.85	2989.57	2510.02	3233.9	1472.81	2772.49	2003.28	8408.83000000001	4499.01	1876.62	5787.4	2550.79	2936.6	3948.38	5334.86	2509.82	1440.13	1975.8	1893.74	1314.05	1798.67
RTEL1	775.886	1302.22	699.661	968.144	1379.48	1130.94	1559.12	572.202	1555.7	342.879	757.157	1627.83	757.146	1676	672.274	583.366	589.07	1052.64	484.929	1389.56	1507.87	554.306	1397.67	305.312	978.45	925.918	620.922	2071.99	1316.51	810.424999999999	1035.24	1461.66	590.75	353.962	1079.53	990.111	448.167	1620.33	612.997	557.389	623.824	1089.61	769.981	1540.81	628.996	598.992	1331.85	610.93	744.337	681.568	1259.63	645.768	658.422	443.517	345.867	1156.04	497.65
CDK12	1054.02	629.577	657.993	774.072	1097.95	604.167	868.991	1124.13	986.982000000001	2529	997.131	564.636	705.573	906.181	762.278	1386.43	1139.37	970.774	1068.03	1089.64	1308.85	934.477	690.85	444.838	1099.82	1560.72	1397.66	1870.19	783.493	1278.47	1142.25	1109.44	838.509	587.822	948.168	928.354	915.142	953.24	1195.71	1654.4	964.221	1496.93	799.157	2391.72	1328.03	828.811	2328.04	1228.89	621.998	1109.32	1148.15	842.485	1177.99	944.902	1167.94	442.149	742.776
CHIC1	137.846	192.927	236.266	145.374	255.115	196.615	302.093	162.197	352.941	439.367	293.274	60.516	177.887	197.866	178.704	160.203	278.017	320.797	285.476	127.903	143.248	265.731	232.459	210.899	549.911	98.4235	354.379	317.269	162.393	471.529	264.823	227.19	386.868	109.602	226.017	187.911	116.277	168.641	421.777	261.06	141.096	185.072	297.285	255.095	368.29	164.083	217.412	297.065	125.36	420.896	151.192	254.108	207.929	398.043	273.3	237.308	241.592
SETD4	461.943	485.004	558.447	193.203	457.118	518.229	287.933	686.851000000001	927.676	475.22	129.636	513.305	420.126	619.831	379.282	370.268	309.626	386.986	233.305	689.33	314.325	193.448	339.902	284.891	494.564	311.887	404.277	570.117	400.007	250.39	474.735	502.341	386.868	354.567	607.764	352.398	320.3	503.813	487.351	293.036	488.377	317.485	526.685	344.209	458.748	349.483	300.529	325.056	387.608	464.077	436.834	264.128	242.718	432.544	280.054	425.62	352.44
RBM27	1047	994.918	874.019	601.007	527.209	432.943	512.615	1292.39	595.468	660.457	875.571	630.555	654.551	932.414	1179.12	1048.94	1123.2	936.797	863.523	1368.34	1351.73	682.267	338.396	404.962	889.109	818.066	686.354	986.029	650.274	1124.41	829.909	975.653	767.524	606.089	867.316	644.705	675.59	878.195	745.598000000001	924.66	1007.48	985.174	670.412	2282.76	1027.34	529.07	712.65	957.562	890.49	584.192	877.727	509.419	845.873999999999	914.521	1232.78	513.577	661.772
ZNHIT6	651	590.015	437.423	299.56	471.92	331.38	474.381	465.83	432.498	604.569	682.606	373.902	518.033	345.487	566.24	650.97	364.583	477.003	388.147	588.354	397.354	773.791	611.523	324.767	587.468	723.903	459.267	682.047	685.776	678.627	566.255	711.019	295.031	419.672	825.053	612.622	401.048	701.123	686.905	594.393	885.789	998.466	469.101	521.592	434.891	595.607	566.426	540.858	610.951	467.552	503.298	531.463	414.644	502.575	477.262	217.828	359.072
CWC25	365.486	258.376	260.636	209.566	349.151	217.448	392.721	355.969	212.15	284.358	297.099	293.395	195.814	215.207	199.34	244.691	395.833	414.785	358.514	328.958	313.869	283.411	252.542	200.266	390.986	634.001	506.619	530.66	278.739	340.094	285.853	250.329	602.928	201.874	280.683	458.321	357.444	223.027	446.063	533.509	269.254	327.198	317.884	755.992	388.668	374.031	877.345	369.752	228.626	444.224	607.306	422.445	275.081	204.428	309.32	159.976	254.856
NCAPG2	323.395	941.191	786.039	704.216	605.572	633.463000000001	2020.25	1281.14	317.743	869.947	563.171	964.474	380.136	436.639	581.51	540.166	572.558	851.192	1267.11	1075.73	536.953	575.143	412.2	240.142	870.923	996.591	434.827	1060.11	1136.05	1057.72	652.712	673.154	761.313	288.993	285.277	829.561	656.749	265.609	612.022	637.319	921.366	965.746	417.603	6182.66	393.638	211.886	1245.21	1029.8	1116.23	444.72	1259.26	1530.26	873.382	463.44	585.322	438.017	781.146
SSH3	385.829	988.08	179.265	264.947	579.016	496.094	589.554	119.81	1270.97	725.483	294.549	518.168	533.202	977.323	434.585	281.625	1042.03	750.144	570.952	222.596	369.526	187.727	435.798	468.321	687.488	276.523	541.751	649.032	473.47	513.26	512.511	931.477	454.747	517.096	437.333	321.334	586.768	513.932	468.326	396.408	219.931	494.376	948.034	435.435	641.65	315.245	582.203	1442.44	509.126	707.78	609.843	423.247	594.256	386.715	689.779	479.339	411.653
PINX1	208.716	198.3	332.722	222.152	60.5137	260.091	123.065	65.3114	143.722	87.7469	140.844	186.903	197.193	183.637	161.688	90.3647	139.009	122.671	204.925	112.775	488.691	108.164	530.689	249.446	284.641	228.701	398.35	115.956	44.289	69.3487	137.323	138.417	184.188	106.323	169.246	139.533	181.413	75.825	44.5254	439.558	147.564	179.448	102.528	170.956	77.0378	120.155	57.3353	200.903	139.769	151.88	190.731	415.231	82.1197	141.092	287.226	397.591	236.907
FAM174C	837.25	665.721	682.363	1108.87	792.338	1796.22	269.052	415.225	1213.11	620.738	467.538	931.513999999999	1035.15	1061.81	608.75	659.741	804.957	378.161	629.382	399.417	1293.34	368.175	1739.68	3525.48	537.656	576.907	1779.53	292.709	232.341	542.122	353.228	512.859	673.913	679.625	567.339	765.905	2027.31	503.392	492.613	274.201	430.564	442.229	692.416	397.846	265.905	1775.84	496.777	1089.39	791.066	475.493	340.436	835.27	388.754	341.916	519.135	1361.87	771.672
FBXO34	475.272	358.991	354.399	570.17	406.617	199.219	708.976	559.256	649.952	402.812	615.025	335.54	619.157	565.585	384.234	487.996	649.784	763.381	672.788	581.622	497.263	422.257	257.06	226.407	464.914	349.808	502.037	668.358	486.124	436.817	575.212	701.342	836.735000000001	469.789	496.594	360.546	292.307	699.858	376.847	654.84	463.311	651.329	522.472	744.166	455.765	277.132	460.991	733.183	526.417	397.568	633.688	590.381	810.275	527.806	620.441	521.251	358.124
GPATCH2	339.881	258.376	675.754	205.161	279.495	235.677	404.05	546.28	512.536	470.299	407.183	231.798	286.826	274.344	476.269	575.254	344.468	282.848	304.675	529.564	156.478	191.368	449.354	253.877	277.525	440.562	244.908	423.964	428.478	377.925	235.225	339.101	518.634	394.379	365.669	299.436	138.886	380.284	434.73	348.226	311.3	506.646	194.288	300.285	286.779	214.47	311.688	311.964	321.806	413.451	363.775	298.196	325.243	427.394	412.427	228.453	181.904
NCBP3	1028.06	533.358	437.836	518.565	395.734	412.109	619.764	613.754	743.009	584.534	672.405	1153.59	553.886	534.46	546.43	551.246	624.282	472.591	937.396	742.735	892.336	521.581	839.965	228.179	1248.86	1325.1	482.179	690.905	583.49	705.148	824.847	408.1	867.791	432.787	405.636	450.173	461.339	731.478	434.73	680.245	515.868	510.736	680.243	889.03	762.923	462.532	435.209	825.282	657.541	992.183	1096.4	591.984	683.657	635.942	590.275	413.813	620.559
MAML3	227.99	89.8699	317.224	268.723	197.214	137.37	82.1316	339.965	495.661	209.139	349.378	158.314	145.251	212.539	428.807	319.021	829.741000000001	360.952	270.033	385.953	9.1241	102.444	109.451	169.694	478.751	415.85	264.766	306.8	307.562	247.66	152.273	332.37	402.396	150.82	421.714	267.354	82.9011	323.368	286.177	224.266	208.611	257.669	469.569	14.782	634.692	98.8372	424.82	238.375	153.218	521.653	653.983	121.042	295.307	154.48	429.086	171.783	74.846
ZNF821	235.707	113.803	232.548	437.382	231.606	579.427	679.71	329.014	345.227	214.763	366.38	859.111	442.649	293.908	269.501	242.705	249.113	386.545	329.716	299.226	163.777	110.244	113.468	406.735	139.949	213.038	348.778	238.757	249.509	124.805	170.188	283.566	363.154	388.29	393.692	325.408	95.2824	288.797	501.518	296.54	369.44	147.239	218.633	256.784	286.779	186.692	288.943	289.842	313.16	492.369	388.128	248.096	102.346	82.9042	259.343	616.883	263.856
PRPF40A	1843.91	3734.97	2643.12	1828.82	2065.3	1052.73	2332.73	3475.78	2185.15	2353.95	2710.02	1809.54	1651.09	2514.45	2781.26	4766.39	2447.56	2013.92	2064.27	3031.08	2776.46	1768.59	1912.89	1552.5	2305.2	3663.83	2204.68	2590.09	2672.45	2104.91	2406.39	3327.91	1546.58	2265.11	2852.31	2841.59	2373.45	2538.46	2093.91	3450.72	3031.33	4026.07	2371.72	3429.84	2429.42	1855.3	2631.65	2390.52	2197.89	5343.09	2237.44	1690.58	2251.62	3869.72	2180.1	1497.05	1526.29
ZNF446	473.188	340.616	641.623	268.339	1020.47	594.994	534.304	153.257	765.357	225.121	205.037	523.296	471.41	629.342	314.012	278.809	394.382	420.712	396.16	314.893	295.438	306.947	1471.1	329.916	167.511	367.405	425.377	278.85	373.008	183.686	400.16	406.526	685.683	339.925	703.22	434.666	330.409	421.998	354.511	650.491	387.835	382.613	446.69	451.661	549.324	727.978	664.589	233.196	333.122	532.771	467.316	197.611	227.969	164.99	347.465	498.282	356.911
PPP4R3A	1266.22	2131.48	1546.88	1525.49	1106.23	746.745	1658.21	1541.52	1260.85	1226.71	1596.43	1163.31	1281.52	1339.26	1771.36	1295.01	1553.88	1849.77	1582.64	1317.18	1590.33	1231.41	1175.85	1909.61	1009.69	952.279	1584.52	1646.33	1452.4	1384.56	1073.31	1064	1200.98	1190.63	1161.32	1098.95	893.071	2347.48	1310.26	2583.88	1381.04	1710.12	1282.77	2517.58	1176.44	779.07	985.474	1643.34	1034.1	1360.47	1516.49	1616.43	1600.73	1328.01	1692.48	1560.8	920.417
POLR3B	420.554	498.68	429.161	210.195	317.37	295.573	422.459	932.526000000001	58.8235	582.074	270.322	140.484	255.569	196.532	234.833	457.525	290.948	378.602	314.691	379.67	376.369	499.74	254.048	262.295	259.34	253.941	376.782	487.176	341.306	492.2	564.307	661.795	277.285	514.754	241.176	466.469	353.137	150.512	381.704	409.987	415.201	180.47	332.397	289.726	368.29	264.858	329.389	248.758	547.07	97.7789	555.048	288.978	304.207	385.685	473.661	317.591	285.647
CMTR2	260.26	206.603	366.377	293.266	245.538	194.661	295.013	320.934	216.972	430.932	317.076	141.024	299.696	237.883	331.407	716.99	483.118	270.934	339.315	671.828	318.887	292.772	35.145	96.1453	382.289	243.715	215.886	659.097	196.84	314.353	243.404	581.437	467.613	471.663	385.423	444.571	143.731	396.727	606.76	482.698	732.161	222.904	454.12	313.378	313.618	153.747	439.057	590.971	191.162	727.137	446.474	315.03	355.987	295.572	225.574	180.047	237.802
BRK1	2075.76	3662.2	2803.39	4865.32	4250.76	3494.14	4049.47	2871.97	3908.39	3133.57	4034	4580.85	3760.45	5399.29	2054.89	3154.66	3426.36	3177.96	3873.96	2892.85	2020.07	3182.53	5298.86	5375.28	3845.03	2065.62	4095.72	3289.04	2342.39	2656.4	3320.81	3467.16	2176.13	3103.04	6551.73	2374.61	2431.05	3724	3434.93	2741.57	2774.61	2025.05	3051.5	1625.59	3781.31	5798.45	3891.49	4601.81	8104.23	2487.16	3462.2	4374.75	3430.02	2389.8	4105.36	2951	5074.85
UNC45A	2110.14	1759.79	1593.97	1600.38	2634.31	2350.26	2356.33	1416.95	2062.68	2575.4	943.577	2700.53	2988.69	1873.28	3392.9	1807.94	2077.95	1994.06	2209.52	1287.11	2145.99	1449.3	1737.67	2268.5	1917.38	2092.46	2195.52	1504.21	1618.66	1368.56	1246.62	1706.45	2027.06	1885.71	1813.65	1555.74	1737.69	1369.78	2245.7	1257.56	834.041	1593.05	1994.85	3510.93	1287.77	1897.29	2573.93	2104.74	3203.65	1860.78	1812.79	1588.78	1656.96	907.312	1984.69	1937.43	1658.93
ERBIN	2047.35	824.947	1432.88	1585.27	1236.83	1348.96	1349.51	2844.29	1986.02	1182.78	1479.55	1067.13	1412.52	1923.97	2952.95	2575.25	2232.76	1824.61	2170.28	1428.03	1848.54	1511.18	384.586	546.3	1723.66	1176.82	1018.33	2013.93	2010.58	2063.96	1020.35	2249.18	1938.78	1014.99	2009.34	768.451	809.093	1465.91	1906.9	1731.49	2161.71	2212.68	2077.72	827.368	1063.12	1093.02	1103.99	2062.3	910.183	1376.85	1634.2	1055.31	2398.46	1567.97	2802.34	843.566	1873.52
YLPM1	973.693	999.802	999.999999999999	1037.76	685.242	1033.2	1357.06	1591.7	909.836	1118.45	1227.07	1028.77	597.553	960.871000000001	1194.8	1343.49	1553.88	1641.05	1391.07	1691.46	795.62	799.792	1327.48	1262.74	1358.77	1459.31	1600.81	2685.11	1360.3	1415.76	1192.87	1401.84	1141.53	962.998	1047.85	736.369	607.224	1276.61	1628.01	1879.98	1679.4	1686.09	1030.43	2225.32	1121.27	613.695	1344.49	1444.24	1278.58	1451.3	1801.62	1578.36	1334.14	1253.86	1770.82	783.943	879.204
SLC2A4RG	1680.46	4209.23	2857.5	3106.99	5114.93	6300.13	2859.03	1271.19	4005.79	3916.7	1624.91	2186.68	4230.22	4238.33	1577.8	1060.48	1737.07	1905.81	1831.39	2320.21	2862.68	3158.09	5504.71	672.131	2239.18	1915.21	1684.83	3322.06	1882.28	1565.13	2944.6	1772.5	3447.65	2704.45	2380.53	3550.46	4216.65	3363.96	1865.61	849.321	3253.69	1737.73	2230.81	2719.04	2013.92	1867.57	1089.37	1508.8	2136.89	1484.06	2570.27	1795.19	1306.63	1558.19	1359.3	4811.1	2421.6
RAD18	170.466	226.14	208.591	178.729	285.154	84.6354	219.49	289.792	90.1639	466.081	351.929	185.33	168.694	299.689	189.847	291.782	274.425	191.948	202.421	360.373	370.438	221.009	309.778	145.769	324.175	222.838	136.965	349.076	252.377	386.896	486.418	340.364	237.799	141.452	372.101	125.274	115.739	412.326	231.127	202.803	325.854	282.72	206.461	202.724	409.543	288.76	335.546	251.016	182.517	270.505	319.127	462.525	334.952	259.526	332.283	138.725	367.125
ATXN7L3	4415.29	2578.87	1766.63	2018.88	2555.94	2767.58	2293.55	2309.69	5494.21	1905.8	2772.93	2642.71	2336.89	2562.03	1916.22	3059.56	2351.65	3054.85	1953.67	2354.76	1510.95	3328.65	1957.07	1315.46	2205.57	4824.88	2206.21	3498.01	1374.36	2641.97	2214.39	3470.11	3620.23	2125.06	3116.92	2168.37	1544.44	1613.05	2716.45	2375.38	1570.65	2646.22	2013.58	1336.71	5602.39	2835.27	3997.31	2455.98	1937.56	2946.27	2826.99	2191.58	1801.38	1801.24	2095.45	863.046	1646.14
RALGAPB	2155.38	1051.09	1527.88	932.662	1978.67	1513.67	1727.12	2138.41	2618.61	1631.63	1060.89	891.53	1548.58	1381.5	1713.17	1701.29	1304.24	1160.08	1351	2551.78	1266.42	1341.13	1203.97	613.203	1720.5	1815.08	880.855	1396.71	1605.65	1193.06	1451.47	1461.17	1929.9	977.986	1669.4	2051.75	898.454	1226.02	2747.62	1681.12	2829.59	2650.82	1600.19	2643.44	1630.22	967.7	3317.75	1113.32	1117.68	1547.09	1613.9	1069.74	1520.23	1832.65	1142.28	972.845	965.419
PPP4R3B	1624.69	1660.64	1222.64	1033.35	1183.28	781.25	1878.64	1687.72	1236.74	2092.09	2581.66	849.385	1657.98	2273.45	3550.56	2770.54	2047.41	1251.42	1770.87	1673.96	1710.31	1586.06	863.562	1648.21	1732.75	2031.1	1239.31	1523.53	1757.85	1761.31	1345.15	1715.7	2047.47	1985.48	2279.46	1686.62	1205.83	1727.3	4658.98	2687.69	1276.73	1836.91	1933.99	2663.29	1879.72	1236.43	1952.48	1802.26	1378	3021.71	1287.67	1115.43	2425.97	2320.29	1969.83	1098.58	1192.8
ZNF304	177.131	171.436	391.987	166.142	72.2682	117.838	375.257	289.36	328.351	151.845	182.765	156.693	186.62	146.732	355.345	288.089	339.44	394.487	296.327	307.416	150.091	275.611	143.09	147.984	237.596	247.976	218.432	335.789	285.418	97.1139	172.525	437.13	323.869	133.021	296.302	212.865	65.6749	353.302	230.318	319.317	386.093	241.309	419.007	607.75	507.455	222.222	557.961	32.5056	47.5504	456.632	374.937	282.164	155.34	267.25	325.529	204.841	299.384
ISY1	1194.69	1542.44	1470.86	727.602	760.557	1931.64	1745.53	2234.9	786.287	687.392	1002.55	1594.86	742.345	763.895	835.741	1240.76	772.396	1714.68	991.653	712.03	603.558	1240.48	2480.55	1208.72	788.298	755.433	1417.52	1247.12	1320.52	1193.45	930.386	722.884	1292.81	1437	1237	1185.01	1093.33	972.212	2058.18	808.349	1535.59	629.039	875.936	1068.14	991.530999999999	989.664	2006.73	981.941	817.963	640.278	1108.07	1227.25	597.896	966.014	828.906	1090.32	856.94
MRTFB	474.57	318.94	591.491	400.252	616.892	289.714	540.936	415.657	704.436	503.339	397.407	298.257	455.979	472.21	600.908	775.623	1180.32	712.636	969.533	887.692	335.31	339.574	150.621	298.627	620.281	390.712	473.523	940.13	983.145000000001	457.098	432.675	947.044	905.945	1174.71	505.781	453.738	159.881	488.214	767.051	486.64	640.792	1053.68	881.554	2921.76	489.066	525.194	590.284	678.104	353.987	730.115	1196.85	452.505	865.291	671.473	1122.02	659.386	659.877
COG6	635.917	371.202	380.834	255.507	338.703	276.042	410.186	407.439	354.388	486.116	347.678	192.355	732.233000000001	776.79	978.952	626.5	531.968	264.757	588.898	332.099	393.704	547.582	174.721	259.194	448.705	619.94	296.334	717.881	544.122	395.866	490.312	481.726	367.347	608.899	480.975	505.681	141.578	468.399	423.801	1232.59	423.691	1043.46	474.251	418.118	600.895	358.527	629.149	534.989	384.726	368.78	852.867	360.321	653.722	864.058000000001	200.36	139.315	297.963
USP36	1499.12	1295.79	1442.79	834.487	1575.53	1576.17	980.86	1065.31	2584.86	1019.68	722.559	1063.35	877.944	4019.56	2117.21	1312.56	1230.96	1140.22	915.275	2221.47	1041.97	1965.68	852.015	845.813	1219.61	1262.46	1605.4	2221.28	1383.85	1744.93	1333.85	1777.55	1898.4	1622.48	1008.81	1436.58	1912.65	688.896	1149.16	1418.75	1189	1544.48	1153.56	1854.08	1114.31	1472.22	2423.47	715.124	1135.45	2220.62	2199.9	1787.58	910.194	1640.58	1059.43	783.353	834.676
ZFP14	687.127	220.767	165.221	83.7004	169.351	386.719	264.332	426.903	74.2527	740.246	118.16	144.266	163.638	209.426	366.488	165.743	170.259	247.989	181.97	344.665	203.011	172.647	83.8459	128.046	87.369	442.693	110.998	235.536	239.02	72.5429	154.221	347.937	452.085	131.148	596.28	307.075	71.0581	152.62	1146.73	524.748	630.281	171.779	539.326	324.359	320.079	95.6072	526.022	112.867	146.974	321.132	397.26	90.982	140.372	137.487	218.82	198.937	126.48
CWC22	1073.66	1101.39	999.587	575.834	856.334	945.312	878.431	1382.79	788.332	1200.35	855.169	594.894	754.756	1122.72	879.488	876.731	617.098	720.579	672.371	751.711	717.61	874.675	882.139	494.462	632.536	921.176	632.383	739.622	835.866000000001	817.083000000001	875.864	790.115	790.151	992.506	1080.47	1307.74	576.001	774.481000000001	1073.87	1023.65	862.745	953.476	925.562	1093.44	751.491	520.026	948.533	807.675	772.815	1121.73	979.706	480.561	658.576	1284.24	609.635	561.984	696.352
EPG5	307.261	364.364	605.948	599.119	337.832	413.411	1414.65	534.17	746.384	544.112	696.207	219.911	456.439	760.338	474.618	650.97	745.69	628.797	702.421	892.18	312.956	354.134	213.38	408.507	649.535	425.65	406.823	529.452	848.169	3284.32	841.203	796.846	1110.91	301.639	300.437	259.715	308.995	565.367	451.326	764.345	334.748	503.067	902.154	1076.13	692.843	375.969	598.749	679.007	518.732	745.006	665.145	648.898	548.139	411.946	520.937	333.53	274.751
