TCGA-OR-A5J1-01	TCGA-OR-A5J2-01	TCGA-OR-A5J3-01	TCGA-OR-A5J5-01	TCGA-OR-A5J6-01	TCGA-OR-A5J7-01	TCGA-OR-A5J8-01	TCGA-OR-A5J9-01	TCGA-OR-A5JA-01	TCGA-OR-A5JB-01	TCGA-OR-A5JC-01	TCGA-OR-A5JD-01	TCGA-OR-A5JE-01	TCGA-OR-A5JF-01	TCGA-OR-A5JG-01	TCGA-OR-A5JI-01	TCGA-OR-A5JJ-01	TCGA-OR-A5JK-01	TCGA-OR-A5JL-01	TCGA-OR-A5JM-01	TCGA-OR-A5JO-01	TCGA-OR-A5JP-01	TCGA-OR-A5JQ-01	TCGA-OR-A5JR-01	TCGA-OR-A5JS-01	TCGA-OR-A5JT-01	TCGA-OR-A5JV-01	TCGA-OR-A5JW-01	TCGA-OR-A5JX-01	TCGA-OR-A5JY-01	TCGA-OR-A5JZ-01	TCGA-OR-A5K0-01	TCGA-OR-A5K1-01	TCGA-OR-A5K2-01	TCGA-OR-A5K3-01	TCGA-OR-A5K4-01	TCGA-OR-A5K5-01	TCGA-OR-A5K6-01	TCGA-OR-A5K8-01	TCGA-OR-A5K9-01	TCGA-OR-A5KO-01	TCGA-OR-A5KT-01	TCGA-OR-A5KU-01	TCGA-OR-A5KV-01	TCGA-OR-A5KW-01	TCGA-OR-A5KX-01	TCGA-OR-A5KY-01	TCGA-OR-A5KZ-01	TCGA-OR-A5L3-01	TCGA-OR-A5L4-01	TCGA-OR-A5L5-01	TCGA-OR-A5L6-01	TCGA-OR-A5L8-01	TCGA-OR-A5L9-01	TCGA-OR-A5LA-01	TCGA-OR-A5LB-01	TCGA-OR-A5LC-01	TCGA-OR-A5LD-01	TCGA-OR-A5LE-01	TCGA-OR-A5LG-01	TCGA-OR-A5LH-01	TCGA-OR-A5LJ-01	TCGA-OR-A5LK-01	TCGA-OR-A5LL-01	TCGA-OR-A5LM-01	TCGA-OR-A5LN-01	TCGA-OR-A5LO-01	TCGA-OR-A5LP-01	TCGA-OR-A5LR-01	TCGA-OR-A5LS-01	TCGA-OR-A5LT-01	TCGA-OU-A5PI-01	TCGA-P6-A5OF-01	TCGA-PA-A5YG-01	TCGA-PK-A5H8-01	TCGA-PK-A5H9-01	TCGA-PK-A5HA-01	TCGA-PK-A5HB-01
CWC15	1225.26	728.358	767.886	1682.42	1257.43	1061.37	762.536	448.094	986.258	1296.65	1724.55	1105.58	1452.49	875.374	835.147	1124.88	855.868	1212.05	925.065	1178.02	849.827	1147.12	840.052	961.033	779.874	987.327	756.49	733.216	2195.56	1049.71	906.129	941.861	1180.87	1731.81	2108.67	1174.88	1702.34	721.858	1354.14	686.895	1044.05	1194.61	768.455	1533.36	746.861	1466.54	1098.84	1235.15	2098.21	1115.8	1546.7	1955.14	885.475	2155.91	1305.24	759.995	683.175	4511.53	1706.11	1743.15	876.643999999999	1157.82	1633.9	922.387	1574.67	1521.39	569.438	878.432	1263.6	640.352	1079.93	645.382	641.768	1151.64	1304.18	640.67	738.699	533.28
UFC1	1963.5	1709.57	1358.02	917.893	2156.07	2301.24	1924.99	1357.54	1540.7	2125.43	1996.18	874.393	2057.13	1520.61	2245.33	1617.95	875.502000000001	2707.86	1371.39	1368.53	2315.7	1261.31	1323.78	1169.01	1240.84	1425.09	1630.32	1217.2	1655.91	1254.81	1749.79	1898.52	1729.07	1795.72	1637.77	1743.55	2105.65	1828.37	1209	1552.77	893.627	2241.81	1569.8	2161.2	1359.25	2168.74	1719.09	1221.82	1533.48	1577.58	2063.35	1420.56	1185.16	2736.56	2274.18	1222.99	1915.2	1374.49	2317.46	1988.4	1556.93	1090.86	2049.15	8363.09	1990.69	2070.52	1205.19	1606.12	2189.12	1769.27	1275.51	1180.16	1388.35	1848.82	1889.44	1273.66	2017.64	2129.51
OSER1	650.336	848.745	515.479	687.839	888.023	858.002	770.825	829.552	890.592	612.677	947.837	1282.77	1501.13	1532.58	1237.67	543.941	1419.01	830.664	570.355	473.707	682.993	736.934999999999	767.592	847.418	1547.91	897.785	1037.9	1043.88	727.096	407.524	904.114	860.465	885.236	975.167	1222.51	1183.29	773.542	829.379	975.326999999999	496.482	538.894	1253.37	1243.88	501.35	612.934	1402.96	1088.66	1841.82	589.286	694.449	1093.94	1177.57	567.837	473.118	769.299	1642.15	720.489	335.142	440.981	763.508	702.519	1888.75	818.644	970.241	905.898	609.249	934.166	956.006	1061.09	1183.8	752.551	1685.29	1016.82	1040.22	928.794	372.677	1146.09	823.577
SIRT7	270.413	113.944	242.334	345.469	262.104	258.323	463.324	159.451	281.184	678.178	252.544	339.806	321.267	188.435	221.416	163.737	215.083	309.687	157.388	315.086	354.724	582.345	266.746	148.826	110.988	180.978	158.359	173.322	336.63	193.014	159.194	300.211	257.538	270.352	254.851	159.116	203.491	705.704	201.742	134.565	178.538	750.482	298.262	442.73	168.489	494.742	206.309	175.151	453.125	155.347	293.282	300.935	144.852	258.065	299.911	211.213	371.099	203.528	249.09	253.896	400.116	239.114	201.695	300.882	189.104	338.728	292.648	157.351	246.862	123.327	260.204	137.4	207.274	191.863	322.923	225.77	565.05	314.755
LUC7L3	7300.67	1409.21	1368.09	1855.15	1297.11	1307.66	1222.54	1262.69	1349.89	2332.63	2081.42	2830.1	1178.73	1451.49	1060.33	1428.31	1299.87	1994.66	1211.65	1587.07	1542.54	1386.03	1757.34	1177.93	1339.99	1368.71	1155.24	1324.27	4701.8	1996.42	1542.23	1398.52	1305.08	1193.69	1688.23	1345.76	1145.15	1551.24	1612.48	1199.21	1962.51	889.21	1324.61	1404.55	1550.97	2524.38	2833.43	1672.73	3235.49	659.691	2466.96	3414.95	1727.06	1672.04	1046.14	1355.4	2510.18	2358.21	1207.93	1947.9	1437.92	3373.27	1779.66	2560.19	1191.06	2627.75	1736.18	1173.3	1872.8	1376.25	3730.44	1054.73	1775.13	975.496999999999	1908.18	1791.15	1469.13	659.583
RTEL1	1006.99	944.615	540.678	1172.77	616.078	547.16	637.936	693.274	568.769	532.111	922.265	700.898	871.799	1007.25	782.437	393.358	1828.43	1315.92	358.013	477.47	380.068	1134.31	434.621	801.089	1052.92	1041.49	605.483	1518.97	971.467	263.099	869.427	1074.3	634.645	591.406	1386.04	1072.73	746.367	647.415	1192.96	677.779	464.264	750.626	816.102	341.635	560.686	1273	964.564	1212.36	1285.44	746.381	930.262	1495.64	544.086	842.419	738.5	1174.57	1300.88	734.451	675.279	755.768	493.56	643.997	1225.27	871.865	843.722	875.63	563.224	744.3	713.774	776.107	1250.87	880.616	1256.12	652.205	1057.66	526.78	587.822	369.062
CDK12	587.416	1263.05	531.477	384.198	785.753	386.683	816.411	835.331	451.374	892.949	617.684	952.67	561.086	736.365	642.752	713.229	534.583	544.622	632.84	1268.97	541.535	603.426	995.322	963.85	751.756999999999	900.628	1186.92	982.01	692.719	1084.64	1575.15	598.837	774.271000000001	412.006	743.855	984.391000000001	899.403	798.587	567.489	742.744	651.828	503.854	707.158	649.441	537.87	869.503	514.887	876.364	466.518	787.374	750.41	592.523	1002.79	521.505	518.19	863.503999999999	832.429	550.882	416.995	450.916	622.866	652.404	603.39	995.962	590.125	634.682	613.167	913.693	987.448	837.54	1076.53	775.371	808.76	815.996000000001	565.896	983.338	743.109	702.887
CHIC1	618.156	713.461	828.914	506.584	287.252	255.515	299.213	890.748	389.006	184.917	900.127	907.766999999999	188.914	909.354	377.805	1252.54	481.481	1138.06	1531.6	351.724	356.884	275.362	1416.54	1528.17	331.853	1332.7	1910.18	803.861	823.739	818.63	1398.49	266.385	921.672	210.754	1170.76	896.989	237.023	527.511	669.086	188.654	802.249	231.214	1151.19	591.207	911.57	347.992	322.302	241.818	786.83	1232.13	1233.75	663.551	918.994	956.989	1156.17	1055.6	291.723	366.35	458.817	443.18	1616.21	532.595	886.441	658.591	1487.62	847.399	1501.2	1307.29	980.753	1914.96	1071.43	1222.35	795.855	1190.48	1210.49	596.005	565.05	388.132
SETD4	630.644	234.733	388.091	336.948	193.364	357.401	230.833	656.842	221.459	213.434	444.656	175.364	275.452	366.445	484.213	246.994	569.389	589.626	261.687	178.017	255.38	270.092	178.362	185.446	351.461	182.4	178.089	318.561	658.343000000001	156.74	200.84	299.154	163.135	334.269	278.137	231.951	319.706	391.217	191.582	430.959	204.311	210.019	914.968999999999	332.048	421.223	434.99	463.088	378.182	698.661	70.2252	274.167	620.561	266.161	258.065	330.967	399.58	470.149	1010.85	181.436	238.426	274.617	355.902	188.136	204.576	259.943	219.653	325.324	207.597	233.473	395.053	811.225	348.917	390.301	182.154	294.816	242.171	187.982	141.54
RBM27	536.984	740.437	580.062	707.978	531.473	605.295	370.079	871.368999999999	754.757	777.543	832.697	734.83	375	626.701	872.229	612.396	834.895	613.272	686.399	754.31	451.909	662.714	707.475	802.347	371.069	633.424	924.714	1046.95	788.066	999.999999999999	875.903	517.442	619.417	461.24	840.88	869.536	595.315	562.342	786.647	778.804	995.314	319.846	816.296	522.561	734.98	489.006	743.774	775.152	276.786	957.617	635.172	792.523	1242.22	478.495	505.767	1142.79	624.83	533.243	694.376	471.846	642.316	958.973000000001	730.509	558.696	1230.68	589.595	1174.92	843.171	643.515	1168.22	594.388	1506.27	772.389	766.066	856.34	684.638	821.941	1066.96
ZNHIT6	219.5	133.271	216.857	119.287	271.604	120.738	395.773	255.665	241.543	509.747	227.735	194.175	101.81	210.059	335.886	185.939	215.975	221.968	207.658	121.121	248.901	268.336	179.556	256.808	148.354	225.512	298.546	173.76	153.073	264.219	317.045	146.935	198.743	153.746	201.811	269.489	158.934	138.314	146.589	167.986	202.437	265.896	174.173	210.953	261.914	126.195	199.225	315.758	183.036	224.153	248.498	119.626	328.013	225.806	231.588	198.158	161.465	137.042	218.953	144.238	292.214	248.679	201.695	200.389	207.714	131.792	211.437	271.067	291.213	191.089	156.463	246.294	198.279	235.321	224.235	238.681	212.789	320.369
CWC25	305.476	219.836	263.665	415.182	283.899	100.281	349.772	232.547	310.782	338.643	321.883	579.49	162.896	279.95	247.75	231.267	251.673	304.348	245.243	310.345	347.705	134.387	456.654	258.216	245.283	249.674	302.181	272.049	381.385	231.975	260.621	276.956	207.024	134.744	226.391	286.857	197.06	263.503	193.033	149.077	291.94	286.127	290.039	293.868	278.655	475.143	163.365	431.515	462.054	187.977	339.159	224.299	321.628	344.086	190.772	216.342	256.445	89.5522	121.777	254.806	264.892	275.862	271.186	551.518	252.739	425.433	170.591	298.834	351.464	210.74	417.517	289.054	185.374	221.452	354.154	353.485	260.75	134.322
NCAPG2	437.56	1137.43	234.039	713.4	43.032	566.787	691.67	625.904	708.245	466.971	227.099	281.553	194.57	331.692	627.167	107.308	672.914	112.891	267.794	856.897	176.012	249.012	545.038	429.577	616.722	307.947	308.93	482.668	89.5087	771.608	252.561	306.025	458.766	275.534	174.644	726.668	280.202	119.132	326.56	596.306	984.066999999999	128.131	231.732	151.176	367.22	212.237	720.31	1807.27	40.1786	453.981	80.284	317.757	168.795	69.8925	162.378	608.929	609.905	156.038	483.419	160.164	170.883	465.643	225.424	71.1829	133.874	153.757	185.007	306.327	202.511	299.509	294.218	282.782	450.137	274.156	396.627	138.184	721.058	848.035
SSH3	697.887	676.822	22.5152	278.854	611.948	180.104	110.651	127.493	48.0973	452.267	112.595	334.345	274.887	118.544	9.1361	242.368	63.8108	475.21	101.95	540.517	522.638	826.087	399.721	475.587	344.802	481.346	622.014	25.8885	304.2	87.3265	389.589	803.911	395.002	88.9657	231.565	439.81	326.596	204.442	34.8331	146.878	191.659	288.054	83.7227	848.052	39.9622	481.836	61.5385	591.515	485.491	78.7374	445.658	628.037	392.259	440.86	338.066	78.3308	371.777	578.019	756.495	646.115	221.824	261.264	513.559	175.265	48.0264	464.74	82.6526	292.664	432.636	24.3944	491.497	16.5336	69.6128	472.492	256.09	488.877	417.31	126.704
FAM174C	2001.44	837.471	1222.34	2028.66	1194.84	1955.07	1318.28	1923.95	1795.98	1103.26	1963.74	1382.89	2182.69	1520.61	1747.68	1426.46	1778.67	2513.35	852.713000000001	1566.81	924.335	2648.66	1489.8	1204.69	1591.93	968.376	834.891	763.054	2031.46	702.642	555.5	1348.84	1728.24	1895.92	2670.12	902.592	1888.84	995.962	1583.45	1476.25	608.716	2328.52	1663.99	1254.15	1448.36	1296.85	1836.86	950.303000000001	2518.97	1056.22	1205.35	1351.4	687.151	2005.38	1646.85	1637.02	1748.98	1109.9	1201.78	2036.17	1516.18	1008.31	2464.41	784.208	1899.44	2018.5	1076.89	1734.83	574.059	1086.23	1138.61	430.445	1174.42	1886.27	1574.02	385.24	1012.13	967.121000000001
FBXO34	739.193	505.301	757.221	707.978	206.777	379.061	419.809	429.395	639.006	507.519	648.219	294.296	342.195	408.147	455.193	462.535	651.941	524.028	645.525	377.155	442.191	680.72	449.885	525.352	733.628999999999	508.35	690.55	996.051	455.327	555.755	458.774	669.662	349.457	483.697	461.837	564.19	296.739	349.823	429.608	452.067	865.979	306.358	484.395	351.716	325.098	329.35	581.295	355.758	304.688	619.968	434.189	442.991	750.998	483.871	340.728	969.81	232.022	293.08	565.218	472.301	433.459	420.841	640.678	768.057	731.803	433.526	885.632	419.602	456.904	985.939	460.884	946.978	511.146	429.034	545.284	482.945	613.01	594.627
NCBP3	352.546	449.738	353.133	823.393	306.253	255.114	504.766	353.919	329.81	322.602	319.975	397.452	379.525	204.653	297.729	368.178	270.415	195.271	299.742	209.052	483.224	338.603	436.349	405.634	299.667	362.43	401.35	273.804	450.138	469.324	433.921	522.727	321.302	292.809	172.057	465.583	248.048	353.357	301.887	346.086	393.627	132.948	235.47	394.138	322.398	419.694	413.06	632.121	228.795	344.742	315.128	317.757	343.974	338.71	211.18	336.17	360.923	542.741	214.648	364.009	212.562	325.195	293.22	277.553	228.726	395.376	344.546	340.707	419.247	210.063	508.503	267.389	338.287	347.203	624.61	793.858999999999	367.696	292.301
MAML3	323.247	889.813	198.489	169.636	205.1	161.251	172.814	351.88	177.061	94.018	124.046	99.5146	185.52	537.117	112.32	259.019	186.078	237.224	225.981	280.172	286.155	54.4576	441.127	182.629	621.162	256.307	213.915	321.632	408.627	211.823	66.4987	899.577	134.152	133.017	42.6908	228.029	278.824	578.496	249.637	640.281	126.992	119.46	662.306	198.226	65.8836	250	340.897	134.546	477.679	100.018	113.053	85.9813	1096.17	145.161	179.237	639.235	242.198	89.5522	452.667	194.29	167.178	230.053	228.814	685.509	186.102	113.295	412.302	161.318	105.439	197.188	142.857	511.402	488.072	194.637	109.931	148.652	254.135	199.679
PRPF40A	1116.23	1932.22	1267.37	800.155	1828.02	2031.29	1399.09	1271.53	1351.48	2268.02	1066.16	1005.46	1669.68	1112.46	1830.44	1088.81	1170.01	1036.61	1473.34	2003.88	1260.16	2463.33	956.304999999999	1151.64	1060.3	1128.98	1519.73	1345.77	701.8	1730.41	1464.32	1558.67	1001.17	1362.99	1042.69	1065.63	2303.17	2028.77	769.231	2463.94	1348.64	1071.29	1089.89	1506.36	1284.19	1988.05	1343.66	2784.24	1082.59	1356.27	1095.58	1203.74	1469.27	591.398	831.411	1231.85	2161.47	2540.03	1926.29	1218.97	1183.68	1399.95	938.983	1772.39	1351.94	783.815	1385.39	1329.77	1112.97	1274.61	1054.42	1190.99	1168.17	1291.72	1098.69	1456.16	1105.29	2809.14
ZNF446	248.132	205.414	663.048	880.418	349.28	403.767	237.024	670.876	704.302	313.076	627.964	388.647	551.482	877.316	814.107	388.298	751.999	797.635	141.593	273.185	310.592	509.583	540.981	335.756	490.84	279.91	142.643	396.498	492.907	240.64	256.322	372.727	394.945	606.461	891.294	256.446	450.969	479.5	711.147	567.366	453.008	445.164	756.008	461.693	266.256	685.057	757.547	432.509	524.866	563.1	299.366	679.589	476.01	639.032	447.187	629.174	536.194	830.57	411.964	524.027	397.685	536.647	437.373	287.692	592.154	364.925	555.776	432.486	259.782	534.677	625.17	455.61	592.687	464.29	778.445	140.567	325.496	298.26
PPP4R3A	1304.03	885.384	1402.46	2052.67	615.301	903.73	1009.12	814.933	1314.48	1566.22	1064.89	486.044	905.543	670.335	1117.83	874.191	1394.02	1040.43	1689.92	845.69	1168.38	1417.65	670.051	725.352	1123.94	858.936	884.735	1499.78	1412.68	862.069	918.22	1170.19	803.254	726.409	754.204	828.075999999999	820.854	945.482	799.71	1078.72	2027.65	960.501	824.519	904.744	798.164	1161.09	957.167	887.273	776.786	1179.64	886.947	777.57	1743.81	1032.26	724.933	1434.67	983.039	1157.39	1273.74	1086.11	711.781000000001	815.001000000001	986.441	1241.81	1155.04	820.809	1405.57	839.205	1073.64	1328.82	631.803	1453.82	1000.39	767.915	1453.47	1659.25	1195.15	804.33
POLR3B	293.948	707.422	532.069	135.554	578.417	674.689	411.935	661.601	443.975	218.336	455.471	358.01	384.05	631.721	983.473999999999	395.005	352.967	340.198	871.976	336.207	210.567	343.873	399.721	736.62	317.795	661.376	625.13	752.084	323.658	356.023	599.832	327.167	538.263	399.914	487.71	454.938	445.108	271.075	280.116	438.874	208.997	222.543	296.019	300.039	787.363	226.577	584.394	358.788	217.634	716.439	546.696	289.72	847.965	279.57	444.543	503.089	228.63	335.142	415.15	352.178	768.279	269.821	325.424	426.499	764.22	360.694	333.974	634.693	670.293	735.896999999999	290.816	633.98	273.758	589.921	399.75	466.196	296.031	678.027
CMTR2	426.993	625.688	922.53	1192.87	351.521	309.667	299.213	470.193	808.668	163.975	640.585	907.766999999999	276.018	1017.47	612.119	827.012	803.659	875.667	670.425	343.534	424.373	179.622	549.816	1133.8	442.471	996.328	1001.04	945.151	483.217	369.906	1336.69	112.051	646.744	213.345	756.792	1471.26	207.625	601.212	802.612	426.121	938.144	311.175	598.019	288.083	738.221	297.801	705.700000000001	361.212	340.402	498.67	1099.95	1003.74	684.757	1360.22	548.359	365.077	322.931	74.6269	208.497	931.407	777.541000000001	310.093	500	662.779	755.816	731.792	976.454	1085.59	1136.4	1005.59	620.748	1270.81	773.563	1168.75	1100.56	659.513	564.498	514.435
BRK1	1786.74	3170.31	2168.57	1434.55	3474.41	2004.81	4440.94	1730.5	2543.34	2651.22	2546.44	3058.86	3392.53	1555.36	2962.25	2222.02	1733.15	1431.73	1955.37	2115.09	3902.51	1823.01	2649.55	1815.02	1694.41	1813.1	2529.59	1568.67	2374.57	1839.68	1365.58	2195.03	2215.16	3129.35	2019.4	2006.32	5009.19	3058.05	1699.56	1706.68	1589.5	3367.05	1821.72	2605.09	1825.84	2351.82	2120.64	2497.58	1906.25	2080.51	2391.04	1745.79	2314.45	1333.33	2661.05	1600.19	2478.29	1666.21	2956.48	3435.79	2254.36	4053.86	3498.31	1466.73	1719.35	1375.72	1687.65	1589.38	2198.33	1238.01	1841.84	1261.12	1584.28	1977.81	1959.4	1656.46	2688.53	2177.63
UNC45A	2263.21	2024.83	2431.05	1487.99	2832.84	1762.94	1699.96	2841.55	2510.04	1676.28	2819.97	1554	2619.34	2633.84	2270.59	1397.78	3778.67	5180.78	2861.64	1223.71	2308.14	1166.01	1674.13	1781.69	3969.29	2246.59	1465.21	4800.79	3539.48	1272.73	1810.24	3862.58	2030.49	2293.24	2525.23	1528.97	3079.01	3014.13	2074.02	1484.17	1469.54	1870.91	3227.06	1678.75	5331.17	1466.54	2268.51	1656.97	3906.25	1530.77	2204.26	940.187	2478.05	1462.37	2065.66	3763.14	2390.09	1101.76	3284.91	2519.39	2196.93	1160.84	1447.46	2440.56	4080.44	2009.25	1432.48	2440.92	1915.48	1570.73	2071.43	1294.18	2172.47	2325.47	1821.99	1880.14	1508.82	3153.97
ERBIN	571.086	2571.2	2439.34	2268.01	1152.92	1210.19	1179.03	1030.82	1878.44	1812.19	2525.45	1853.16	987.557	1402.07	1797.66	2287.7	1966.98	1546.15	3586.09	1756.47	1251.52	1706.63	2284.46	3111.27	2674.81	3022.62	2740.91	2186.92	1981.51	2473.8	2786.9	981.501	2312.05	878.428	2408.8	3292.7	923.289	1687.53	2220.61	1727.35	2608.25	952.794	2006.35	1084.07	2251.38	1127.15	1645.6	1139.39	976.562	1583.26	1781.54	2429.91	1915	2010.75	1748.89	1610.91	1168.93	1135.69	2384.5	1759.98	3020.78	2419.33	2871.19	2701.96	3321.03	2382.66	3714.56	2127.54	2352.3	2969.34	2471.09	2559.86	1985.14	2099.4	2440.35	1851.87	1825.8	2058.54
YLPM1	671.95	1670.51	1398.9	759.101	654.421	787.806	615.417	990.362	999.471	843.043	610.687	669.296	914.026999999999	666.474	1107.62	569.843	1147.7	561.404	1026.07	749.569	1008.02	1008.34	639.395	841.315	1495.38	794.504	1365.52	1445.81	599.319	1028.66	1093.53	1140.59	563.106	898.294	457.956	864.494	907.212	1404.85	387.518	1208.88	1127.46	910.405	692.955	1271.89	603.753	1638.15	640.177	1001.21	513.393	1113.67	560.35	381.308	2521.95	301.075	417.036	1441.19	790.366	712.347	788.477	662.496	696.499	878.932999999999	430.509	1336.32	667.567	268.208	2414.7	1060.47	811.716	1374.89	482.143	1815.85	910.442	807.212	663.335	1466.28	937.154999999999	1028.47
SLC2A4RG	2405.86	3012.08	1548.22	5061.19	2319.81	2530.28	3538.33	4704.99	1869.98	2055.48	2533.08	3203.28	4077.49	2431.89	3852.75	7594.82	3147.26	3765.83	1450.79	1291.81	1152.18	3030.74	2941.38	5269.95	1115.06	3873.03	1602.28	2610.36	1818.71	568.294	3193.95	1441.86	3759.56	5997.84	2610.61	2874.74	2351.86	2220.09	4162.55	3835.09	2074.98	2133.91	1352.27	5237.18	1368.44	3367.11	4368.79	5009.09	1750	2918.25	3447.84	6422.43	853.951	7478.49	6576.75	1409.02	2789.69	9715.06	1862.95	2902.97	1881.57	4846.72	7949.15	1327.35	3073.69	6040.46	625.18	3639.34	2921.34	1681.86	4687.07	1340.36	4089.56	2893.67	5560.27	1664.83	2029.77	2221.73
ATXN7L3	1876.56	1105.22	819.434	1687.06	895.288	504.613	2024.04	1162.05	961.417	1694.11	970.738	1291.87	1139.71	598.127	515.384	1148.01	708.166	945.08	746.535	1939.22	1173.78	2209.93	1679.31	831.455	879.393	914.367	803.219	731.461	1422.41	1461.26	801.343	1570.3	772.615	873.245	668.823	1034.25	1450.16	1013.12	806.967	700.967	800.843	554.913	769.949	1715.39	846.766999999999	1281.55	664.084	941.818	1257.81	488.739	918.078	844.86	866.72	774.193	822.538	888.215	945.048	1303.93	922.555	739.848	916.933	1037	1123.73	940.332	709.59	1501.73	390.678	769.124	920.502	667.457	2451.53	693.273	1019.95	633.38	763.898	950.537	975.193	881.716
RALGAPB	1490.87	3836.26	1250.78	1686.29	1630.18	1012.03	1058.85	1962.37	1363.11	887.602	1942.11	2028.52	1502.26	2553.91	2076.58	1650.32	1898.71	2010.68	1554.62	1711.64	1106.29	1281.51	2183.74	2989.2	1604.14	2660.67	3861.89	2986.4	2192.96	2448.72	2829.89	1266.91	2076.04	1199.74	3208.28	2452.29	1522.74	1284.2	2394.78	1572.56	1253.05	1007.71	2340.5	955.263999999999	1517.48	1843.21	1953.29	1798.18	1112.72	2616.07	1808.3	2284.11	1521.95	1956.99	1615.79	2651.59	1185.89	1367.71	1800.21	1450.57	1580.09	1949.66	1849.15	1738.3	2694.28	1747.98	1543.97	3299.08	2502.93	2125.7	2083.33	2741.73	2684.79	2222.38	2836.35	2028.44	1769.02	3061.35
PPP4R3B	1395.29	1886.32	1097.32	933.385	1401.61	1698.76	830.916	1131.11	1171.25	1881.7	902.672	766.99	828.62	1203.59	1681.04	1246.99	821.955	1017.54	1373.74	1455.6	1271.5	1553.36	1086.89	1138.03	1364.78	838.091	1270.51	1376.92	651.857	1405.73	1268.85	1205.07	749.428	969.985000000001	892.626	838.161	1458.43	1703.18	822.932	2039.14	1478.91	1019.27	1132.5	1563.05	1104.9	1152.96	1343.22	1563.64	991.071	1051.96	1063.9	1033.64	1410.61	489.247	709.849	1262.15	1421.3	1426.05	1683.97	667.956	1027.15	910.143999999999	998.305	1911.77	1427.59	1208.09	1313.79	1472.57	1010.04	1057.77	1051.02	1143.67	1075.09	1337.96	1194.88	2088.81	674.201	2622.29
ZNF304	157.541	321.702	390.461	841.208	223.543	539.511	138.002	607.545	392.706	151.498	732.824	317.354	298.642	595.038	442.295	419.981	333.333	696.415	243.364	401.724	283.455	338.164	311.735	280.282	323.344	216.984	248.183	463.361	409.275	135.692	218.304	256.342	156.51	240.121	248.383	217.384	171.796	416.961	320.755	308.707	480.319	165.703	488.133	415.735	390.981	572.18	850.47	367.273	245.536	263.167	141.999	312.149	532.322	462.366	157.941	467.187	408.413	560.38	124.237	386.759	252.388	845.205	494.915	659.189	459.853	295.954	577.126	379.053	228.452	548.196	249.15	597.491	364.881	400.832	386.633	414.202	334.62	376.504
ISY1	423.458	865.277	421.307	417.506	399.582	862.98	786.158	462.033	713.446	1284.17	556.616	623.786	858.597	401.197	547.752	593.894	556.591	449.275	614.517	494.431	796.375	646.465	794.665	682.277	787.273	445.202	641.745	374.327	507.858	388.607	548.783	323.996	546.544	811.92	420.44	675.347	1012.79	717.314	394.775	479.587	1053.61	954.721	445.524	786.587	461.04	729.995	740.675	982.636	415.179	607.2	530.311	594.393	568.468	377.366	616.682	420.562	585.482	446.445	327.39	674.781	558.959	662.975	722.203	387.319	462.855	442.775	524.858	349.169	534.418	597.662	544.218	727.218	405.401	510.319	564.647	652.799	729.327	512.077
MRTFB	1221.9	1367.33	1483.04	1986.06	271.046	488.969	527.973	2000.78	782.241	393.45	888.677	958.738	295.249	1163.43	683.058	1293.25	933.512	1021.36	810.9	534.052	1125.72	577.953	1371.55	2115.49	685.905	1094.87	1012.98	1268.98	1171.4	584.863	2299.92	419.662	1438.41	382.639	908.15	1582.2	329.812	666.33	851.959	985.488	2110.12	504.817	1205.76	572.31	1043.88	448.853	719.424	1820.61	370.536	1425.08	945.385000000001	852.336	1682.76	650.538	914.818	1277.07	1143.83	397.558	712.212	380.389	652.967	406.745	454.237	900.253999999999	827.855	760.694	927.919	1574.83	1338.91	1243.44	793.367	1240.59	1217.83	1831.25	1625.86	1208.76	1278.39	1105.85
COG6	388.088	554.422	559.917	243.997	409.083	224.629	382.097	410.356	529.598	134.566	384.86	399.272	161.199	526.692	967.352	210.916	221.33	294.432	1131.31	539.655	436.791	396.135	633.025	635.681	135.405	541.04	642.264	472.137	489.055	360.054	606.549	114.693	503.483	207.299	382.924	615.174	222.324	502.776	587.808	404.134	608.716	244.701	183.143	376.398	1095.18	348.47	623.354	263.03	387.277	597.978	493.173	312.149	415.802	198.925	276.841	402.844	322.931	215.739	407.154	273.462	455.225	478.228	240.678	421.116	1007.35	330.636	531.956	422.688	495.397	313.061	413.265	459.521	913.571	560.333	563.398	559.365	401.323	755.413
USP36	881.844	1477.25	870.982	738.962	1233.96	614.12	1882.3	866.27	973.044	925.922	650.763	1312.5	425.905	973.453	778.181	609.621	766.176	815.408	733.38	738.793	936.753	1030.74	1043.89	954.929999999999	697.003	975.482999999999	1244.55	737.165	1050.75	1371.7	995.466	1359.41	807.395	599.439	974.127	856.649999999999	686.265	672.388	647.315	824.538	671.509	1051.06	1439.73	967.605	842.986	884.799	765.91	833.939	833.705	832.772	729.656000000001	661.682	893.855	623.656	732.919	940.902	901.628	708.277	543.692	708.907	1073.92	1359.17	789.831	1258.56	564.31	892.486	1361.85	1201.51	875.314	707.437	1120.75	1170.47	946.03	830.791	966.896	1119.08	2394.71	594.627
