TCGA-2J-AAB1-01	TCGA-2J-AAB4-01	TCGA-2J-AAB6-01	TCGA-2J-AAB8-01	TCGA-2J-AAB9-01	TCGA-2J-AABA-01	TCGA-2J-AABE-01	TCGA-2J-AABF-01	TCGA-2J-AABH-01	TCGA-2J-AABI-01	TCGA-2J-AABK-01	TCGA-2J-AABO-01	TCGA-2J-AABP-01	TCGA-2J-AABR-01	TCGA-2J-AABT-01	TCGA-2J-AABU-01	TCGA-2J-AABV-01	TCGA-2L-AAQA-01	TCGA-2L-AAQE-01	TCGA-2L-AAQI-01	TCGA-2L-AAQJ-01	TCGA-2L-AAQL-01	TCGA-2L-AAQM-01	TCGA-3A-A9I5-01	TCGA-3A-A9I7-01	TCGA-3A-A9I9-01	TCGA-3A-A9IB-01	TCGA-3A-A9IC-01	TCGA-3A-A9IH-01	TCGA-3A-A9IJ-01	TCGA-3A-A9IL-01	TCGA-3A-A9IN-01	TCGA-3A-A9IO-01	TCGA-3A-A9IR-01	TCGA-3A-A9IS-01	TCGA-3A-A9IU-01	TCGA-3A-A9IV-01	TCGA-3A-A9IX-01	TCGA-3A-A9IZ-01	TCGA-3A-A9J0-01	TCGA-3E-AAAY-01	TCGA-3E-AAAZ-01	TCGA-F2-6879-01	TCGA-F2-6880-01	TCGA-F2-7273-01	TCGA-F2-7276-01	TCGA-F2-A44G-01	TCGA-F2-A44H-01	TCGA-F2-A7TX-01	TCGA-F2-A8YN-01	TCGA-FB-A4P5-01	TCGA-FB-A4P6-01	TCGA-FB-A545-01	TCGA-FB-A5VM-01	TCGA-FB-A78T-01	TCGA-FB-A7DR-01	TCGA-FB-AAPP-01	TCGA-FB-AAPQ-01	TCGA-FB-AAPS-01	TCGA-FB-AAPU-01	TCGA-FB-AAPY-01	TCGA-FB-AAPZ-01	TCGA-FB-AAQ0-01	TCGA-FB-AAQ1-01	TCGA-FB-AAQ2-01	TCGA-FB-AAQ3-01	TCGA-FB-AAQ6-01	TCGA-H6-8124-01	TCGA-H6-A45N-01	TCGA-H8-A6C1-01	TCGA-HV-A5A3-01	TCGA-HV-A5A4-01	TCGA-HV-A5A5-01	TCGA-HV-A5A6-01	TCGA-HV-A7OL-01	TCGA-HV-A7OP-01	TCGA-HV-AA8V-01	TCGA-HV-AA8X-01	TCGA-HZ-7289-01	TCGA-HZ-7918-01	TCGA-HZ-7919-01	TCGA-HZ-7920-01	TCGA-HZ-7922-01	TCGA-HZ-7923-01	TCGA-HZ-7924-01	TCGA-HZ-7925-01	TCGA-HZ-7926-01	TCGA-HZ-8001-01	TCGA-HZ-8002-01	TCGA-HZ-8003-01	TCGA-HZ-8005-01	TCGA-HZ-8315-01	TCGA-HZ-8317-01	TCGA-HZ-8519-01	TCGA-HZ-8636-01	TCGA-HZ-8637-01	TCGA-HZ-8638-01	TCGA-HZ-A49G-01	TCGA-HZ-A49H-01	TCGA-HZ-A49I-01	TCGA-HZ-A4BH-01	TCGA-HZ-A4BK-01	TCGA-HZ-A77O-01	TCGA-HZ-A77P-01	TCGA-HZ-A77Q-01	TCGA-HZ-A8P0-01	TCGA-HZ-A8P1-01	TCGA-HZ-A9TJ-01	TCGA-IB-7644-01	TCGA-IB-7645-01	TCGA-IB-7646-01	TCGA-IB-7647-01	TCGA-IB-7649-01	TCGA-IB-7651-01	TCGA-IB-7652-01	TCGA-IB-7885-01	TCGA-IB-7886-01	TCGA-IB-7887-01	TCGA-IB-7888-01	TCGA-IB-7889-01	TCGA-IB-7890-01	TCGA-IB-7891-01	TCGA-IB-7893-01	TCGA-IB-7897-01	TCGA-IB-8126-01	TCGA-IB-8127-01	TCGA-IB-A5SO-01	TCGA-IB-A5SP-01	TCGA-IB-A5SQ-01	TCGA-IB-A5SS-01	TCGA-IB-A5ST-01	TCGA-IB-A6UF-01	TCGA-IB-A6UG-01	TCGA-IB-A7LX-01	TCGA-IB-A7M4-01	TCGA-IB-AAUM-01	TCGA-IB-AAUN-01	TCGA-IB-AAUO-01	TCGA-IB-AAUP-01	TCGA-IB-AAUQ-01	TCGA-IB-AAUR-01	TCGA-IB-AAUS-01	TCGA-IB-AAUT-01	TCGA-IB-AAUU-01	TCGA-IB-AAUV-01	TCGA-IB-AAUW-01	TCGA-L1-A7W4-01	TCGA-LB-A7SX-01	TCGA-LB-A8F3-01	TCGA-LB-A9Q5-01	TCGA-M8-A5N4-01	TCGA-OE-A75W-01	TCGA-PZ-A5RE-01	TCGA-Q3-A5QY-01	TCGA-Q3-AA2A-01	TCGA-RB-A7B8-01	TCGA-RB-AA9M-01	TCGA-RL-AAAS-01	TCGA-S4-A8RM-01	TCGA-S4-A8RO-01	TCGA-S4-A8RP-01	TCGA-US-A774-01	TCGA-US-A776-01	TCGA-US-A779-01	TCGA-US-A77E-01	TCGA-US-A77G-01	TCGA-US-A77J-01	TCGA-XD-AAUG-01	TCGA-XD-AAUH-01	TCGA-XD-AAUI-01	TCGA-XD-AAUL-01	TCGA-XN-A8T3-01	TCGA-XN-A8T5-01	TCGA-YB-A89D-01	TCGA-YH-A8SY-01	TCGA-YY-A8LH-01	TCGA-Z5-AAPL-01
E2F3	208.78	276.936	445.614	451.234	346.195	420.855	457.53	567.024	348.432	309.869	325.022	373.397	487.638	401.361	444.305	368.996	148.031	414.237	385.542	241.954	456.436	205.696	246.884	549.82	422.654	402.266	521.616	539.753	271.803	87.2456	203.754	176.674	114.832	68.5094	63.1531	526.801	182.966	529.658	331.599	346.976	302.292	324.233	392.815	106.781	512.309	519.759	497.241	465.324	562.445	390.382	403.85	299.046	436.79	414.189	589.68	421.845	228.83	1101.16	431.724	702.109	326.652	580.014	434.587	432.675	323.406	287.603	543.662	433.335	426.344	351.832	267.86	512.09	410.168	585.653	200.863	198.161	354.995	375.621	387.35	460.123	357.284	451.618	541.328	516.567	384.289	589.896	521.629	187.321	429.947	396.959	780.078	441.878	435.326	425.244	562.09	703.49	274.87	392.779	355.777	279.466	600.912	325.458	343.212	316.334	398.355	372.349	724.551	653.516	390.798	625.78	496.447	427.078	399.592	445.018	447.124	500.126	450.171	611.719	494.221	275.237	417.128	470.891	597.451	558.728	439.141	730.946	423.479	217.781	519.068	307.05	456.094	229.355	338.178	576.307	591.935	251.613	317.032	400.388	523.594	493.622	633.454	533.562	286.483	429.058	554.451	413.291	622.45	295.953	358.883	337.063	464.675	217.974	196.666	473.868	439.798	511.35	508.584	270.096	427.859	759.963	548.968	517.895	437.531	239.807	479.913	179.827	361.754	391.892	389.901	523.031	441.58	343.354	467.819	260.534	596.963	319.7	557.265
EPHA2	5471.71	6224.33	20605.8	3965.22	2197.21	3537.81	4870.05	3288.38	4210.8	3908.56	4410.15	3094.55	690.163	3063.7	2645.18	6010.92	1332.28	8596.42	7419.37	3799.85	5199.51	6852.02	214.243	685.474	3046.07	3922.95	3829.49	6476.05	12875.8	208.538	403.218	406.466	202.767	154.576	45.8882	30321.6	117.862	2041.86	6342.75	3845.26	4706.48	3137.25	4887.51	984.351	1011.84	2119.89	9687.09	2869.13	4531.66	5359.76	2622.12	1750.68	9905.37000000001	5069.9	5566.79	2851.67	851.33	4226.05	1373.1	4780.72	2511.38	6505.43	8648.52	2063.45	6192.18	1582.94	4149.3	10688.4	5163.68	2038.79	10989.3	4355.19	1929.52	3525.16	8063.46	662.921	2672.65	4394.21	1377.42	374.233	10059.4	1435.09	3318.2	1428.76	1930.67	6216.5	6714.2	3211.86	1047.42	1469.85	3640.36	5332.83	3735.44	736.862	3440.01	772.975	1293.06	3811.27	1775.56	9201.49	6372.93	2837.51	3734.37	1289.11	5495.3	3381.73	2331.74	15343	6835.28	3595.01	4543.15	2589.91	1042.21	2543.31	4155.84	5934.38	4511.88	2462.29	1190.97	2211.37	3992.95	1695.29	4120.69	762.92	1048.45	3532.47	6656.72	5216.59	1991.97	5341.3	1901.7	7366.33	3667.89	5961.44	7111.84	1073.12	2774.03	4583.8	1499.5	4307.4	984.22	1401.27	1362.44	7487	454.658	1582.38	3555.7	6014.15	3619.8	9256.90999999999	5402.64	8458.29	11919.9	2074.7	2239.37	1759.26	4869.1	1547.7	2991.27	5801.34	2248.81	3893.05	825.086	6564.46	2630.13	6430.85	1615.71	1185.81	1272.25	3234.77	6992.1	2863.4	2128.13	7522.1	5553.74	7142.32	1806.84
NR2F6	1471.71	1435.61	1078.36	1291.66	1060.02	1439.8	1567.44	1538.41	1898.52	1144.41	1468.62	1060.1	616.518	862.09	809.762	2007.64	2609.45	1852	2558.39	1397.31	1577.72	3013	2034.42	1779.11	1481.83	2296.32	1429.81	2410.37	906.011000000001	1651.82	1469.17	1923.79	748.998	1189.45	1486.6	1184.09	1213.97	814.701	1527.88	976.499	1486.59	1344.8	1371.32	2324.64	495.542	472.873	1413.91	1344.52	1259.89	1895.77	1080.08	655.313	1448.9	2772.56	1622.97	1282.41	1541.3	1132.57	999.999999999999	1979.42	2042.8	1173.79	2171.16	1823.63	1487.2	1780.43	1918.31	615.814	1105.22	1690.19	1938.87	1368.08	1045.06	1398.29	3156.5	4223.7	1354.03	1788.2	2849.97	509.202	880.535	414.323	671.949	424.122	704.738	510.825	449.189	922.29	449.911	693.235	1052.61	677.395	779.406000000001	573.671	575.024	553.955	710.106	885.12	1059.02	1398.98	1161.51	1405.01	1692.26	928.298	665.1	1901.64	2037.72	1325.36	1332.21	441.58	320.812	669.106	686.181	643.497	642.194	702.861	642.671	1431.55	670.336	960.033	610.318	618.42	557.346	346.223	673.807	1183.45	1034.1	3101.22	1203.81	1342.44	874.618	1221.46	1193.29	1430.89	1413.14	1271.68	1497.47	2295.1	504.674	1251.28	616.772	643.802	928.23	2094.16	689.027	834.841	1073.59	944.451	2752.79	1361.95	1124.07	3227.9	2016.55	490.887	2091.56	1379.93	859.227	945.338000000001	1766.32	1632.89	1433.03	777.263	2672.71	2637.37	1667.25	2402.56	677.832	818.243	620.51	1426.94	1757.17	857.595	629.917	1308.32	1813.08	2258.63	580.627
MECOM	2111.22	679.293	980.702	1259.69	797.428	1947.08	1640.2	1153.19	1466.03	443.396	1684.87	935.897	281.431	789.116	1422.4	843.886	974.803	2185.4	1911.96	1881.7	1463.86	715.41	403.561	415.966	945.9	817.564	1016.22	638.025	1543.32	25.5353	187.132	305.427	114.315	72.6406	58.1554	735.501	139.75	978.458	1347.21	1054.13	975.622	3580.78	3001.47	1816.51	794.943	501.005	1829.47	1079.42	2028.14	772.008	769.929	613.079	1492.81	439.75	2728.67	1037.05	1756.91	1603.73	485.517	2164.9	1131.64	810.282	2435.23	629.528	438.809	1243.53	1883.57	1498.55	997.662	2616.38	1937.31	2099.95	876.950000000001	597.43	1138.63	524.004	696.896	3171.82	1841.09	1772.19	2433.65	812.348	1710.06	517.561	2484.04	1048.95	590.129	537.014	821.39	1306.24	715.395	1618.7	1295.78	980.198	1816.31	713.096	1053.3	661.379	1850.93	1547.52	1296.38	1457.09	1582.65	1175.23	1028.2	3063.24	2782.04	1713.69	4750	1125.57	808.629	1328.54	1494.21	1718.44	1216.01	1066.38	1490.27	1935.01	2122.73	1126.08	1706.43	1272.01	1002.62	1121.07	1241.26	1175.94	1654.4	2736.73	513.676	809.185	813.019	553.149	1142.83	696.16	1071.27	1670.97	847.667	2018.66	1229.35	870.536	671.776	522.783	481.459	1047.72	287.371	1452.62	104.24	1654.64	503.553	1145.47	1021.83	727.905	966.839	293.575	2103.1	1661.29	474.249	368.703	4237.42	4108.44	1497.09	1330.11	1204.31	1588.97	2357.64	4838.89	132.765	841.892	511.192	871.719	813.306	645.042	455.304	979.959	894.86	1257.19	507.123
FLT4	228.78	206.65	216.959	179.554	318.328	204.791	239.248	287.056	154.617	125.181	177.128	167.468	698.58	489.796	498.748	217.249	155.905	128.293	109.361	369.248	504.455	274.909	1023.74	191.477	340.237	265.156	443.011	562.469	181.977	180.343	1050.4	1139.15	452.606	294.349	164.016	247.364	311.491	242.164	260.966	194.877	525.11	328.721	133.392	171.832	345.176	347.957	168.322	474.273	181.179	223.002	356.637	610.354	538.986	199.27	141.906	523.543	28.5168	120.257	663.448	99.8722	375.406	301.955	133.218	467.15	154.49	108.133	240.376	386.377	414.653	214.44	182.986	322.945	304.448	182.548	120.148	49.0296	412.221	204.02	55.4104	381.595	152.499	492.674	238.116	567.594	513.965	387.825	200.65	377.914	417.825	262.192	134.541	198.41	506.69	393.872	273.005	437.08	370.71	299.234	512.607	303.122	479.962	542.43	456.139	581.288	172.15	669.563	205.988	216.502	148.466	349.688	205.076	297.177	329.476	263.915	350.384	401.779	214.349	238.241	395.157	284.302	431.989	216.147	243.628	481.026	402.089	124.846	437.04	81.2236	428.39	759.085	394.058	132.023	216.327	217.665	159.27	362.724	394.042	130.839	417.995	368.622	698.828	744.243	680.024	111.632	409.11	412.505	139.699	119.68	177.157	245.718	274.555	150.447	119.154	464.827	166.547	518.519	338.197	463.022	122.245	245.589	310.746	382.737	111.22	168.772	202.183	141.488	548.721	331.757	421.135	263.497	180.873	396.625	551.251	483.556	238.902	148.605	735.043
GAS1	292.195	119.95	535.673	606.346	376.206	2200.09	517.342	192.788	163.763	297.896	116.079	439.103	1573.91	722.944	406.133	734.716	187.402	259.803	294.717	88.9109	217.822	120.96	136.499	402.761	975.909	250.425	690.517	1950.62	174.62	16.4916	21.9839	275.981	43.9674	23.066	9.5411	868.19	144.802	924.553	360.595	811.724	294.49	402.767	213.781	324.026	707.651	754.186	807.947	823.266	171.944	653.554	835.301	356.267	518.547	451.748	183.521	882.453	7.6508	252.181	4475.17	28.1594	341.82	417.813	164.598	220.834	152.164	439.289	151.174	380.198	925.955	250.539	228.148	249.866	302.137	1051.93	171.288	29.6221	1792.43	88.1781	20.3868	453.579	287.174	1164.3	792.72	891.319	55.611	3010.67	241.568	756.646	785.74	415.836	3184.13	692.919	952.211	705.226	399.895	433.558	185.355	376.915	1598.78	140.833	284.617	200.579	251.873	631.135	2604	343.093	108.383	54.9847	280.061	903.534	2038.07	200.993	292.035	249.253	157.699	1044.22	668.664	954.366	981.838000000001	315.616	1129.42	295.486	5705.77	631.008	601.074	260.312	1275.86	34.52	1075.88	798.558	1595.02	133.951	208.275	297.567	693.381	455.197	306.352	273.483	1097.79	848.852	1263.3	3596.28	959.928	233.064	4880.33	459.693	1477.3	198.075	117.766	355.332	733.486	770.109	657.615	1193.98	211.968	691.756	275.536	790.461	90.2287	141.705	219.693	853.895	117.589	35.2657	795.633	76.6773	1428.75	1952.03	750.13	511.639	637.838	428.798	708.582	721.48	4297.9	51.152	485.47
GCNT1	766.341	953.704	454.386	607.285	382.637	621.888	542.624	676.885	816.638	277.213	1809.97	582.532	639.663	343.228	463.705	886.463	155.905	1769.56	200.185	1397.31	420.297	304.017	981.602	246.699	961.538	203.399	289.026	379.753	311.683	1108.13	1198.93	991.339999999999	2126.47	10.328	9289.41	596.661	918.76	675.447	1804.46	265.118	307.655	575.168	1582.74	133.783	422.355	527.127	237.307	213.647	239.666	344.545	400.944	212.534	566.995	352.113	3732.83	313.761	424.97	1684.5	386.897	3546.96	479.415	358.436	1578.49	154.884	311.308	534.656	353.052	682.131999999999	475.448	1293.64	383.88	1089.74	393.414	184.69	594.578	106.231	240.058	877.891	332.985	2123.52	412.342	920.16	415.418	611.001	1909.98	389.081	277.637	456.442	391.087	529.103	450.625	349.868	281.891	1254.12	693.175	763.369	220.465	239.606	1278.47	608.444	484.761	426.229	286.194	338.957	359.577	148.94	4024.55	799.569	1470.86	495.634	598.985	792.733999999999	758.339	599.511	714.816	528.321	954.212	1671.54	1532.75	266.584	1913.97	942.64	799.85	1018.43	523.539	1144.08	991.864	1072.66	475.445	437.233	386.632	322.349	293.088	464.26	788.74	522.581	286.116	251.841	846.55	635.204	427.412	365.507	262.56	655.305	968.53	946.127	2315.07	271.831	193.909	288.65	588.168	684.707	703.38	307.935	840.663	1069.3	250.215	241.694	1481.5	1325.27	545.262	452.632	356.688	1150.17	600.437	1249.66	395.25	837.162	685.06	555.225	217.464	580.696	254.47	946.557	581.192	623.525	377.208
GNAQ	1526.34	2193.6	1204.09	2042.77	1337.62	1754.19	1975.03	1712.77	1762.63	953.556000000001	2154.77	1554.49	885.85	1824.37	2120.78	1898.47	551.181	2470.14	1526.88	1396.34	2110.4	1292.39	1410.68	840.336	1306.42	1653.26	1255.27	2075.06	1776.01	785.211	1131.37	1532.91	1535.24	2565.83	2010.9	1912.57	2390.35	2147.22	1855.02	1037.23	1302.29	2302.92	3248.82	1291.19	2632.07	2192.23	1355.41	1246.09	1372.47	2802.2	1388.05	2013.62	1629.07	763.693	1937.99	1940.49	1679.01	2262.45	1481.38	2142.37	1196.1	1947.14	1110.74	1136.65	1476.97	1637.01	1800.94	1152.95	1522.21	1176.72	1747.32	1766.25	1680.53	1819.59	914.356	767.109	1675.07	2038.04	2462.1	2240.49	2471.28	2215.47	2341.33	2392.64	2446.38	2083.78	2636.33	1385.69	2461.32	1949.13	1040.97	2492.24	1976.3	2275.18	2666.43	1868.08	2493.12	1683.81	1520.09	1785.72	1752.82	1644.17	919.475	1971.24	1646.89	1829.83	2416.17	1592.27	2979.14	2215.8	2206.6	2455.31	2876.11	1137.93	2924.73	1932.03	2804.24	1931.16	2323.06	1878.45	1678.25	2346.74	2154.05	2830.14	1937.02	2162.79	1863.23	2065.11	1564.07	1949.33	1263.87	1776.05	1471.88	1111.74	1449.15	1574.19	2032.6	1780.59	1520.18	1651.79	1332.73	1674.67	1566.39	1534.73	1812.42	1861.97	1623.84	1178.71	662.944	1416.76	1688.68	1120.16	1570.03	1037.09	926.46	1729.39	1660.52	1401.93	3033.26	1247.61	1948.12	1540.63	1740.81	1152.18	1444.1	2408.95	982.339	1891.89	1596.04	1549.78	1486.07	1992.09	1443.98	1829.39	1238.9	1062.73	936.752
GRK5	858.537	677.609	285.965	687.192	700.965	393.925	318.791	529.459	434.233	723.512	470.765	499.199	889.006	519.481	1014.39	408.297	418.898	452.845	455.051	325.521	1223.76	816.964	246.291	259.904	1365.6	356.374	599.819	737.284	319.04	92.0335	476.14	438.222	315.531	601.437	585.643	222.32	676.301	519.857	1259.48	584.104	636.275	477.562	863.663	311.752	426.613	432.351	586.093	454.139	416.007	974.409	653.713	415.531	293.717	706.312	423.637	721.012	759.52	964.748999999999	597.931	952.165	543.879	483.707	725.89	358.731	476.501	237.291	235.681	184.126	437.256	661.638	638.503	478.238	573.657	506.424	459.643	1151.17	427.255	685.109	996.864	382.004	575.537	554.729	781.156	602.386	790.025	884.217	392.207	766.871	661.676	490.299	279.862	419.538	677.966	519.626	824.259	391.29	533.291	448.031	841.784	762.481	646.988	770.974	266.266	965.107	944.183	753.342	627.545	366.565	1031.6	651.975	303.553	735.494	597.005	446.375	922.078	425.611	1254.83	315.67	634.012	769.263	1049.48	533.934	241.754	617.275	507.071	424.27	1023.63	1850.88	477.896	537.812	962.866	331.504	304.361	452.78	740.553	572.76	427.768	275.943	814.43	347.577	1092.88	765.801	544.258	1101.41	629.814	584.742	276.407	532.993	2036.55	328.842	585.296	484.608	928.908	764.784	315.068	376.344	313.305	680.064	246.985	244.58	497.088	443.368	1107.3	632.264	391.266	626.654	797.808	506.081	783.967	701.337	292.724	255.802	1221.1	818.088000000001	446.262	384.522	783.476
GTF2H4	285.366	319.878	349.76	448.414	397.889	397.507	434.463	459.474	517.979	347.827	470.963	379.808	453.451	467.489	380.807	281.834	439.37	251.43	346.803	212.113	438.545	481.899	316.32	567.749	389.637	413.031	528.566	514.528	240.205	656.763	429.245	382.321	619.935	485.187	278.628	436.098	193.069	418.646	355.39	452.865	438.776	364.836	224.326	313.311	309.229	343.603	498.057	396.096	358.012	558.024	383.512	348.576	565.428	679.963	496.758	414.092	282.386	579.325	484.414	367.751	455	456.915	325.745	457.452	541.978	460.668	463.164	248.966	606.797	465.846	541.948	470.715	383.952	369.914	345.04	1071.95	378.691	376.918	278.097	266.258	287.966	356.969	250.544	290.235	370.883	334.296	356.139	393.027	357.783	244.704	666.235	281.363	292.086	316.242	313.145	255.203	372.067	377.462	385.702	444.66	434.845	403.732	490.223	380.705	311.986	410.229	405.988	440.399	343.089	264.408	245.685	227.392	228.046	286.994	293.666	412.52	232.552	353.087	248.211	337.524	327.45	271.47	254.873	276.957	324.553	387.189	384.835	217.781	461.221	347.729	434.81	371.448	359.671	736.929	610.956	400.1	495.531	401.204	421.502	483.278	457.245	431.95	375.359	376.941	435.279	389.044	545.274	469.776	527.411	377.255	451.281	451.837	334.567	452.174	557.758	506.075	518.605	469.855	284.428	498.565	463.774	430.876	412.621	365.827	411.48	195.509	498.916	346.622	240.5	509.747	463.173	421.567	405.232	316.048	571.822	521.662	413.567
H2AX	815.61	906.566000000001	729.825	590.364	807.074	737.122	526.592	872.863	752.178	1824.75	762.683	578.526	1806.42	648.114	493.742	945.415	1062.99	794.289	832.716	655.414	807.921	1055	612.463	1276.71	865.173	1240.23	768.316	1610.37	945.504	762.335	440.215	495.958	309.841	484.385	350.295	626.098	372.106	399.387	1438.66	682.334	613.359	569.559	507.362	400.123	329.74	325.519	612.583	636.465	1168.43	585.572	857.817	418.256	1252.08	2572.25	617.561	612.929	1283.95	471.156	635.862	961.551	830.444	579.29	892.265	998.251	856.678	984.458	721.127	658.653	576.773	939.116	362.856	788.823	726.17	1048.18	2293.28	2177.73	882.638	992.436	1006.8	150.102	289.551	189.297	247.966	291.584	558.853	278.318	487.683	333.742	182.175	211.851	586.029	368.042	517.905	446.863	436.599	680.756	646.212	586.98	663.342	753.129	552.436	1043.88	1409.38	465.107	653.937	831.136	800	532.092	524.233	178.794	398.985	192.891	266.168	325.821	370.793	831.753	209.829	543.05	211.888	253.399	231.624	235.446	250.375	99.747	323.867	663.602	528.09	1083.83	876.387	960.622	933.159	787.322	951.194	581.817	1320.31	437.276	1236.65	1697.47	736.111	588.01	721.822	726.605	379.187	925.863000000001	554.451	392.45	1167.15	1143.45	961.929	501.484	796.669	1894.24	1182.06	1025.92	1088.68	587.216	636.481	808.682	468.607	1146.75	589.73	594.947	1487.51	945.625	1021.4	1050.21	912.911	591.892	375.846	578.504	813.721	1085.97	522.646	586.845	804.322	720.097	641.026
HSF4	179.346	274.024	147.749	348.324	122.744	126.883	399.026	355.258	197.923	552.924	404.48	183.422	44.8659	135.529	348.254	182.773	417.039	474.764	93.4708	65.007	88.6931	116.826	1014.93	457.719	136.809	432.521	154.473	182.247	71.1761	555.175	584.623	618.285	514.957	349.797	86.0473	176.305	84.5124	79.7019	281.219	346.274	287.733	117.775	122.088	202.037	35.4491	37.217	241.484	177.64	44.8681	204.755	206.043	192.507	250.833	110.615	492.143	109.57	478.358	391.41	168.91	195.152	424.177	163.172	1021.77	391.341	311.34	270.797	292.282	151.606	289.205	467.247	481.664	180.575	205.973	627.709	438.54	415.005	141.639	202.835	18.1704	14.0245	50.6021	74.249	31.0535	163.863	68.8055	35.8676	35.1804	103.125	47.0588	70.1888	105.981	119.277	77.5583	157.016	162.352	237.006	115.382	291.581	369.116	453.929	269.498	254.706	229.005	175.847	81.6569	273.344	305.569	395.082	27.0798	46.2328	10.6599	6.5342	6.1266	42.2129	40.9701	72.4578	68.1095	137.223	10.4568	22.7029	65.3107	14.5813	20.9895	104.76	102.148	129.623	237.846	80.4469	90.4031	43.3627	59.55	404.647	240.842	262.41	175.881	341.054	149.365	328.485	107.192	271.499	149.184	132.881	113.571	199.088	129.764	187.727	263.283	650.159	250.655	141.548	259.592	754.285	213.203	67.6871	612.949000000001	384.815	110.567	66.1897	392.603	219.184	425.22	108.286	1150.64	339.82	189.022	335.696	141.73	361.223	257.21	340.391	177.588	197.606	132.241	195.863	196.998	625.629	96.8832
IK	2180.98	1869.95	1663.74	1796.47	1717.04	1912.63	1776.48	1575.62	1926.83	2681.42	1870.59	1580.13	1971.07	1703.77	1682.73	2338.43	1929.13	1580.53	2241.43	1999.77	2116.83	2064.73	3089.61	2006	1782.76	1708.22	1871.61	2001.48	2049.75	2459.37	2462.74	2249.42	2125.44	2016.72	2777.83	2237.7	1696.65	1657.58	1631.97	1700.55	2025.35	2203.81	2143.11	1598.04	1827.81	1871.4	1554.64	1597.32	1977.13	1750.54	1786.09	1694.14	1111.28	1781.43	1941.32	2017.1	2036.52	1703.34	1851.03	2790.41	2130.01	2006.52	2100.11	1951.54	1902.28	2113.09	2008.45	2037.33	1541.7	1680.5	1421.84	1840.41	1796.07	1404.18	2094.89	1427.99	1644.52	1955.05	1352.85	1567.28	2086.67	2104.52	1493.36	2045.06	1795.26	2128.33	1846.77	2546.42	2000.36	1438.38	1668.39	2017.8	1495.6	1769.79	1724.37	1650.02	1888.98	1617.61	1719.59	1929.86	1866.09	1953.23	2012.77	1841.26	1920.68	1992.73	1976.05	1793.88	2111.66	1816.22	3599.49	1877.16	2020.42	1707.3	2468.33	1927.33	2441.85	1858.98	1784.81	2613.1	2024.15	1892.14	1792.73	1783.16	1571.99	1943.15	1950.79	2146.84	1675.33	2121.64	1902.14	2540.25	1405.32	1844.18	2194.78	1648.03	2122.54	2099.82	2123.85	1931.76	1887.29	1705.05	1897.73	1896.89	1619.88	1751.87	1863.93	1292.36	2253.3	1821.42	1655.94	1851.54	2103.54	2052.36	1930.06	1646.95	2005.15	2460.88	1916.84	1758.46	1828.48	1667.79	2154.83	1413.65	1634.06	1769.06	2070.04	1885.14	1584.07	1714.21	1795.01	1860.76	1924.91	1792.39	1648.95	2006.84	2339.6
IL16	587.317	334.175	192.982	622.327	396.57	824.8	658.548	595.375	297.909	3266.69	210.232	573.718	675.434	858.998000000001	446.183	279.476	192.126	216.368	608.434	270.62	358.416	443.088	129.377	376.351	1201.18	376.204	374.887	443.457	304.327	47.3467	304.558	419.746	125.695	243.398	46.7969	400.703	260.979	1470.55	95.1673	442.567	705.51	249.065	310.954	176.741	1204.52	930.677	238.411	368.009	416.007	408.407	1708.37	761.58	289.932	685.446	291.719	249.458	90.4191	116.667	1612.41	158.819	981.582000000001	375.815	145.06	243.317	286.18	210.258	225.352	330.356	683.554	541.487	221.14	577.109	480.069	233.94	937.153	67.4157	757.517	198.401	43.3873	1448.34	468.985	1325.08	698.073	1931.41	660.349	1496.08	652.567	1204.91	1055.62	1106.45	855.541	650.89	297.693	941.442999999999	938.216	1472.3	361.221	582.057	735.938	463.21	704.584	548.698	278.444	481.212	998.237	521.954	183.832	161.518	249.387	1145.53	273.604	1191.32	768.55	599.511	676.385	736.427	391.781	667.776	1523.39	1007.83	806.584	821.272	887.556	1584.03	1196.66	646.506	1311.89	178.692	838.155	590.568	2271.73	211.526	404.204	275.066	496.576	646.595	436.762	333	3629.08	406.25	3583.41	930.916000000001	757.775	317.426	1467.08	808.886999999999	113.639	270.44	143.147	464.946	274.555	422.542	411.061	5512.51	314.348	533.453	332.618	1099.14	283.576	228.443	454.209	1063.16	137.678	102.271	283.843	165.221	2691.23	1658.78	1695.99	689.946	372.973	594.409	1852.2	643.371	516.355	162.716	4019.94
