TCGA-P7-A5NX-01	TCGA-P7-A5NY-01	TCGA-P8-A5KC-01	TCGA-P8-A5KD-01	TCGA-P8-A6RX-01	TCGA-P8-A6RY-01	TCGA-PR-A5PF-01	TCGA-PR-A5PG-01	TCGA-PR-A5PH-01	TCGA-QR-A6GO-01	TCGA-QR-A6GR-01	TCGA-QR-A6GS-01	TCGA-QR-A6GT-01	TCGA-QR-A6GU-01	TCGA-QR-A6GW-01	TCGA-QR-A6GX-01	TCGA-QR-A6GY-01	TCGA-QR-A6GZ-01	TCGA-QR-A6H0-01	TCGA-QR-A6H1-01	TCGA-QR-A6H2-01	TCGA-QR-A6H3-01	TCGA-QR-A6H4-01	TCGA-QR-A6H5-01	TCGA-QR-A6H6-01	TCGA-QR-A6ZZ-01	TCGA-QR-A700-01	TCGA-QR-A702-01	TCGA-QR-A703-01	TCGA-QR-A705-01	TCGA-QR-A706-01	TCGA-QR-A707-01	TCGA-QR-A708-01	TCGA-QR-A70A-01	TCGA-QR-A70C-01	TCGA-QR-A70D-01	TCGA-QR-A70E-01	TCGA-QR-A70G-01	TCGA-QR-A70H-01	TCGA-QR-A70I-01	TCGA-QR-A70J-01	TCGA-QR-A70K-01	TCGA-QR-A70M-01	TCGA-QR-A70N-01	TCGA-QR-A70O-01	TCGA-QR-A70P-01	TCGA-QR-A70Q-01	TCGA-QR-A70R-01	TCGA-QR-A70T-01	TCGA-QR-A70U-01	TCGA-QR-A70V-01	TCGA-QR-A70W-01	TCGA-QR-A70X-01	TCGA-QR-A7IN-01	TCGA-QR-A7IP-01	TCGA-QT-A5XJ-01	TCGA-QT-A5XK-01	TCGA-QT-A5XL-01	TCGA-QT-A5XM-01	TCGA-QT-A5XN-01	TCGA-QT-A5XO-01	TCGA-QT-A5XP-01	TCGA-QT-A69Q-01	TCGA-QT-A7U0-01	TCGA-RM-A68T-01	TCGA-RM-A68W-01	TCGA-RT-A6Y9-01	TCGA-RT-A6YA-01	TCGA-RT-A6YC-01	TCGA-RW-A67V-01	TCGA-RW-A67W-01	TCGA-RW-A67X-01	TCGA-RW-A67Y-01	TCGA-RW-A680-01	TCGA-RW-A681-01	TCGA-RW-A684-01	TCGA-RW-A685-01	TCGA-RW-A686-01	TCGA-RW-A688-01	TCGA-RW-A689-01	TCGA-RW-A68A-01	TCGA-RW-A68B-01	TCGA-RW-A68C-01	TCGA-RW-A68D-01	TCGA-RW-A68F-01	TCGA-RW-A68G-01	TCGA-RW-A7CZ-01	TCGA-RW-A7D0-01	TCGA-RW-A8AZ-01	TCGA-RX-A8JQ-01	TCGA-S7-A7WL-01	TCGA-S7-A7WM-01	TCGA-S7-A7WN-01	TCGA-S7-A7WO-01	TCGA-S7-A7WP-01	TCGA-S7-A7WQ-01	TCGA-S7-A7WR-01	TCGA-S7-A7WT-01	TCGA-S7-A7WU-01	TCGA-S7-A7WV-01	TCGA-S7-A7WW-01	TCGA-S7-A7WX-01	TCGA-S7-A7X0-01	TCGA-S7-A7X1-01	TCGA-S7-A7X2-01	TCGA-SA-A6C2-01	TCGA-SP-A6QC-01	TCGA-SP-A6QD-01	TCGA-SP-A6QF-01	TCGA-SP-A6QG-01	TCGA-SP-A6QH-01	TCGA-SP-A6QI-01	TCGA-SP-A6QJ-01	TCGA-SP-A6QK-01	TCGA-SQ-A6I4-01	TCGA-SQ-A6I6-01	TCGA-SR-A6MP-01	TCGA-SR-A6MQ-01	TCGA-SR-A6MR-01	TCGA-SR-A6MS-01	TCGA-SR-A6MT-01	TCGA-SR-A6MU-01	TCGA-SR-A6MV-01	TCGA-SR-A6MX-01	TCGA-SR-A6MY-01	TCGA-SR-A6MZ-01	TCGA-SR-A6N0-01	TCGA-TT-A6YJ-01	TCGA-TT-A6YK-01	TCGA-TT-A6YN-01	TCGA-TT-A6YO-01	TCGA-TT-A6YP-01	TCGA-W2-A7H5-01	TCGA-W2-A7H7-01	TCGA-W2-A7HA-01	TCGA-W2-A7HB-01	TCGA-W2-A7HC-01	TCGA-W2-A7HD-01	TCGA-W2-A7HE-01	TCGA-W2-A7HF-01	TCGA-W2-A7HH-01	TCGA-W2-A7UY-01	TCGA-WB-A80K-01	TCGA-WB-A80L-01	TCGA-WB-A80M-01	TCGA-WB-A80N-01	TCGA-WB-A80O-01	TCGA-WB-A80P-01	TCGA-WB-A80Q-01	TCGA-WB-A80V-01	TCGA-WB-A80Y-01	TCGA-WB-A814-01	TCGA-WB-A815-01	TCGA-WB-A816-01	TCGA-WB-A817-01	TCGA-WB-A818-01	TCGA-WB-A819-01	TCGA-WB-A81A-01	TCGA-WB-A81D-01	TCGA-WB-A81E-01	TCGA-WB-A81F-01	TCGA-WB-A81G-01	TCGA-WB-A81H-01	TCGA-WB-A81I-01	TCGA-WB-A81J-01	TCGA-WB-A81K-01	TCGA-WB-A81M-01	TCGA-WB-A81N-01	TCGA-WB-A81P-01	TCGA-WB-A81Q-01	TCGA-WB-A81R-01	TCGA-WB-A81S-01	TCGA-WB-A81T-01	TCGA-WB-A81V-01	TCGA-WB-A81W-01	TCGA-WB-A821-01	TCGA-WB-A822-01	TCGA-XG-A823-01
TARBP1	828.11	631.15	476.697	721.811	593.75	504.934	405.573	606.423	464.771	490.733	455.747	544.371	365.3	361.111	383.425	477.57	384.345	534.554	673.854	457.222	441.962	182.892	395.732	392.028	376.618	512.955	443.192	851.156	742.493	894.950999999999	728.47	591.12	2338.35	527.558	901.268	894.874	351.615	373.587	617.123	248.807	582.446	1115.98	478.024	1566.59	1917.86	763.514	1178.57	1691.79	2057.32	899.721	1061.55	1343.24	345.745	816.033	1022	525.862	561.576	581.709	511.696	842.803	523.712	350.254	484.991	549.952	267.068	582.631	1076.85	975.04	783.83	1833.16	587.838	474.503	718.914	778.184	423.581	571.755	1219.26	567.447	787.091	590.539	439.848	383.58	665.625	518.802	382.407	712.396	580.743	548.282	726.492	928.91	931.642	846.982	448.926	240.192	809.351	569.639	837.940000000001	470.086	824.324	431.007	834.208	656.2	572.065	480.885	372.223	395.335	498.215	965.2	745.919	664.805	319.263	794.251	509.102	690.134	449.195	749.365	573.075	665.933	233.885	685.037	692.294	554.408	1044.34	813.631000000001	263.21	654.945	447.722	377.727	778.742	760.343	224.263	625.738	796.067	530.662	563.534	989.479	614.389	751.217	480.599	1364.66	569.684	548.173	244.025	707.798	702.797	604.579	445.469	439.611	1555.45	762.24	520.955	517.874	644.215	464.854	538.495	608.051	484.812	981.045	538.033	298.667	459.293	689.67	530.364	564.566	638.948	361.409	701.131	482.242	876.718000000001	1216.5	674.704	820.189	738.701	526.73	1395.2	450.562	430.754	280.449
ELOA	1356.54	753.006	1512.66	717.944	1203.05	1234.28	987.771	795.131	1008.56	895.344	1164.8	1393.82	1148.96	1266.64	485.713	875.196	1672.52	854.341	729.552	695.011	1412.82	534.824	916.369	1361.31	807.834	1080.44	1385.63	1478.21	1150.42	1278.38	1124.28	1199.48	956.591	1031.14	1074.89	896.586	793.493	1387.86	813.379	1209.54	1115.79	637.345	658.414	1325.34	683.778	700.411	1114.36	873.266	1193.72	645.61	675.357	667.166	681.319	850.102	831.308	2032.72	759.958	1264.5	776.022	708.163	1351.01	1355.47	1023.35	1212.16	816.375	1011.7	1037.7	823.494	909.421	570.179	599.21	1247.77	1535.82	668.609	2001.29	781.911	737.985	830.718	1029.23	791.191	903.976	639.815	1047.78	1348.01	969.719	1103.38	1085.2	640.632	935.689000000001	922.76	1368.09	614.612	616.732	841.291	1061.48	977.586	719.652	1346.66	1169.55	1300.16	927.917	830.756	1049.29	920.016	777.357	1180.56	568.341	1151.02	563.925	811.47	1061.45	699.531	756.409	859.927	527.02	704.086	1488.17	883.257	1037.57	624.936	730.957	761.898	1059.68	682.391	638.079	806.646	1161.44	837.757	1126.5	856.985	976.183	1286.18	801.057	1177.6	927.184000000001	853.126	778.302	797.307	809.245	613.25	1508.14	731.617	1218.05	1092.78	722.994	811.873	788.073	899.248	1233.26	842.717	1762.22	1299.43	1453.66	866.393	1370.6	798.665	650.28	913.458	1382.91	688.624	1266.75	793.491	794.52	1258.48	1111.44	1309.2	1823.5	977.09	1485.33	860.563999999999	725.937	611.983	789.507	837.002	805.904	1334.87	1102.88	882.428
TCF12	772.758	689.171	1527.86	1229.37	901.29	975.329	1120.12	845.289	1246.83	776.258	620.69	733.701	1369.87	1157.01	808.84	1482.24	746.001	545.777	667.32	688.333	566.729	423.54	518.332	1049.92	1089.84	705.433	1137.06	659.441	765.878	672.888	996.708999999999	542.072	726.02	502.804	808.539	969.592	699.192	976.799	932.883	1081.13	1159.31	660.309	704.576	1064.02	1131.42	1019.38	842.365	868.872	495.906	613.928	939.773	728.057	712.766	720.839	1163.72	765.831	926.108	1229.66	1251.71	738.27	981.897	823.181	1063.57	1219.94	1371.99	634.754	618.918	534.254	1292.77	473.073	483.784	625.336	833.941	808.931	1206.83	692.471	627.692	704.471	735.993	824.03	911.777	1164.1	857.422	776.23	683.567	631.385	1042.75	712.718	1102.19	1237.54	695.495	823.545	1209.95	799.163	1137.04	1144.58	829.983	683.354	619.82	1044.92	1497.39	846.195	956.038000000001	995.171	485.127	974.914	319.369	807.616	462.03	1188.1	849.578	508.825	630.257	667.938	1105.83	934.212	1008.49	618.565	773.531	834.963	867.428	560.119	377.244	1109.16	1202.96	948.016	1019.05	988.902	804.076	799.274	538.386	1149.01	1280.5	751.67	973.376	969.596999999999	793.478	521.363	873.089	788.546	1013.47	526.024	907.757	1187.61	821.451	946.93	743.73	823.48	554.475	767.576	686.845	744.313	694.917	821.339	879.455	913.983	819.345	1130.84	664.843	653.037	965.219999999999	1049.22	899.246	1083.68	851.929999999999	766.207	1294.83	853.659	1028.38	1200.45	591.447	1150.13	895.469	454.927	779.476	666.854	1590.12	329.327
VPS72	776.014	1244.36	684.986	846.329	855.159	900.493000000001	934.365	876.445	735.951	999.117	1185.06	886.635	1442.35	760.893	1128.55	1298.6	861.713	1018.9	1194.82	1098.33	1127.87	850.58	986.227	843.653	1034.92	1040.72	445.446	988.921000000001	1058.73	1058.63	742.183	1397.04	543.971	1287.95	921.948	1397.05	479.139	675.193	896.411999999999	733.728	1095.38	1437.63	1327.59	916.851	786.448	1646.51	871.921000000001	1259.19	1126.41	1154.32	1372.92	1234.11	2017.02	718.96	1097.34	1204.05	912.626	974.025	714.494	709.062	814.38	780.034	529.135	597.124	594.378	1142.56	730.787	816.782	492.766	826.822	1216.89	1028.99	986.634	1486.09	1067.88	1085.93	1151.76	966.905	812.192	1022.5	1121.99	1027.48	912.108999999999	792.011	1067.81	1042.29	827.288	1024.23	1020.18	1001.33	1257.9	870.418	644.93	953.572	663.442	653.494	997.069	678.063	913.964000000001	567.704	919.46	1025.01	846.411	718.31	1139.35	849.064	2201.01	1565.33	1145.49	1298.05	1415.96	1084.72	892.028	696.376	861.968999999999	898.815	730.746	865.317	1133.49	1048.3	606.297	1000.79	1605.02	969.649	856.296	1103.17	677.377	1010.33	964.34	893.607	795.468	867.888	931.271	1113.54	835.418	865.876999999999	851.967	930.233	829.034	1084.68	792	1138.43	630.608	1403.21	873.679	905.827	828.673	1048.14	1130.35	1336.21	861.467	937.625	1539.46	841.423	660.361	897.458	1076.34	795.654	779.905	463.407	814.343000000001	1392.07	729.25	636.364	1191.34	1070.44	727.787	1232.35	795.122	1770.44	829.845	746.733	835.281	1601.15	1145.41	762.921	791.242	1237.98
THBS2	481.346	539.277	266.586	1258.62	4444.94	707.237	108.978	78.117	109.917	402.913	2947.13	2482.58	7182.83	836.057	1475.14	1021.5	271.356	2080.92	147.664	398.333	256.363	64.7561	1478.95	2019.74	199.294	752.239	3504.51	176.782	1504.65	748.504	226.001	238.478	102.266	228.196	412.942	543.875	204.576	1421.18	124.768	865.325	584.982	294.845	417.309	1522.44	1057.49	119.481	293.103	820.466	281.986	414.485	111.499	271.339	1976.6	212.933	80.5866	1948.53	999.222	1529.14	673.755	1168.7	811.321	282.572	1459.68	44.8706	2588.86	431.426	950.887	291.025	1688.51	86.5892	606.757	2723.56	53.4629	256.223	11.1155	312.142	779.752	205.148	17.9292	3070.41	595.188	336.171	1383.2	228.332	313.378	800.924	85.0604	577.215	577.501	842.465	86.4837	2545.85	214.097	1141.74	1140.67	5253.98	969.011999999999	158.73	343.243	16121.4	2597.81	1087.81	162.493	1126.36	346.445	288.95	386.248	707.813	215.046	303.387	607.828	399.899	474.576	1489.16	4927.95	315.411	1488.78	220.951	240.16	452.741	876.853	337.57	266.494	225.772	960.988000000001	727.993	874.023	170.685	284.731	691.574	243.016	1467.79	385.537	370.978	3056.07	362.19	887.681	617.631	415.018	226.627	153.263	296.788	386.583	1033.94	90.7653	952.654	4603.06	2646.54	48.6381	138.728	281.141	387.462	1528.52	872.385	1419.27	1125.85	1055.96	452.15	925.352	387.161	2766.34	526.202	1210.93	344.525	992.786999999999	1077.59	62.1971	637.569	260.31	441.956	201.092	1652.1	2255.29	487.945	420.524	136.517	6479.63	963.942
WRN	503.85	226.692	228.328	264.453	181.548	220.395	81.1146	69.5377	203.86	198.147	149.425	242.373	159.609	252.723	196.685	111.215	220.533	89.7815	125.885	160	94.3513	52.5049	101.649	234.133	258.38	101.731	57.2588	258.189	116.397	109.117	226.001	122.622	89.9365	133.823	144.763	301.477	303.008	271.267	215.945	186.606	180.619	88.1443	86.3978	317.881	254.62	178.348	155.172	210.784	193.449	143.175	205.527	185.378	153.191	241.741	303.203	393.264	277.936	144.144	308.002	404.684	335.033	233.502	251.913	271.141	147.59	129.015	283.493	98.7785	429.787	175.29	168.243	113.258	240.178	66.6179	378.007	169.708	207.246	145.539	400.619	213.061	64.1621	211.615	179.297	144.002	146.61	132.791	202.323	170.898	154.143	326.825	247.54	170.05	188.089	191.489	180.169	202.858	184.255	131.868	204.054	213.558	214.891	219.266	265.442	157.344	125.277	232.486	68.3825	179.251	129.879	213.985	111.282	149.269	183.302	174.788	186.857	268.417	223.614	319.542	219.624	244.741	278.41	208.102	173.048	237.215	263.21	298.651	293.895	261.385	229.657	365.602	161.75	247.843	274.096	140.516	308.189	381.41	357.661	303.407	137.672	231.033	266.101	73.0897	161.845	156.422	211.448	196.15	243.279	182.432	101.167	205.043	247.381	158.927	150.615	156.904	272.754	265.678	219.424	215.441	239.036	304.739	246.498	179.545	273.469	200.852	156.979	178.663	347.738	157.347	175.61	125.793	142.402	278.954	283.443	165.618	402.183	205.618	209.068	52.8846
RNF112	3024.83	734.167	38.8644	1274.43	290.675	3070.72	196.285	395.1	147.951	1132.83	680.46	1135.59	155.839	206.972	1532.23	506.075	1748.84	865.918	924.317	455.556	1528.24	1444.76	548.594	839.783	483.327	1303.88	179.441	1555.39	733.457	1126.59	568.843	1947.15	502.629	2104.04	128.752	896.177	3033.98	85.0684	537.943	325.819	230.34	741.753	1217.94	508.462	1435.32	23.8963	928.571	748.162	3577.79	913.649	1435.09	1151.14	1410.64	1347.74	1057.51	781.678	1087.37	473.484	978.622999999999	731.736	1285.06	1204.74	3566.22	580.249	708.835	2222.67	1585.72	2408.39	814.468	2225.98	1856.08	294.149	1522.88	434.114	1683.21	972.286999999999	992.953	623.186	790.229	636.264	413.255	1053.77	328.516	2029.84	1234.58	1302.86	751.727	757.565	310.004	1295.55	844.122	991.961	1407.84	169.352	167.271	340.241	1487.86	1358.57	2330.63	446.088	463.914	751.996	773.511	375.855	1213.59	210.085	1376.67	120.814	1848.12	1158.06	222.563	1498.23	1674.2	776.14	1371.34	925.487	553.669	1054.14	1662.86	3953.78	736.274	226.37	990.699000000001	1454.21	1035.56	603.762	479.677	820.895	687.319	486.822	18.7537	457.59	1055.41	1287.19	684.954	1227.07	679.607	2161.17	645.304999999999	1533.53	1010.11	724.253	332.075	950.916999999999	1205.81	807.492	793.697	629.223	43.7743	1112.11	1612.92	724.604	857.462	194.142	534.096	599.576	1657.07	2326.4	2055.71	1540.35	1546	562.395	1112.52	1543.39	798.048	1314.45	1934.57	1077.02	1657.65	1015.68	1843.04	631.365	923.813	1481.66	975.546	353.933	118.126	588.141
ZNF217	347.85	311.498	301.199	303.192	223.214	339.638	144.272	296.212	236.95	180.936	247.126	358.139	485.949	365.468	56.3536	286.916	204.651	246.308	241.315	87.7778	83.7989	69.1315	387.197	452.012	432.326	241.672	301.623	225.915	164.231	409.667	347.23	306.131	233.545	171.727	160.107	241.095	470.39	182.035	138.205	379.981	511.923	79.3814	228.364	345.107	414.784	261.693	525.862	220.588	99.2835	184.401	424.413	165.943	223.404	241.115	342.416	108.342	259.787	438.964	159.821	150.267	367.415	187.817	231.901	270.757	469.88	203.328	247.385	214.551	331.064	68.6378	226.351	268.384	132.037	292.826	613.339	234.359	243.375	253.919	180.637	126.961	212.326	250.404	303.906	356.06	301.772	255.561	237.478	231.947	181.194	416.683	118.591	300.858	166.604	245.726	182.185	367.711	172.529	100.529	396.396	559.434	281.905	260.245	359.488	197.585	154.663	152.697	69.1339	247.538	120.653	296.261	694.551	116.995	242.31	183.804	520.454	195.597	226.198	318.662	251.569	66.3704	126.443	137.411	194.679	144.302	241.482	327.473	235.625	181.401	325.485	207.861	53.1354	261.855	378.572	272.617	325.131	145.473	189.441	253.651	225.281	260.401	227.368	143.965	197.065	150	229.195	333.507	318.247	282.095	154.669	269.071	211.292	242.373	196.346	202.511	296.524	255.508	280.575	203.883	133.293	220.049	177.133	362.335	323.708	44.4215	224.438	229.709	331.179	127.942	352.106	544.233	186.988	198.287	309.687	441.3	225.327	253.371	621.69	109.776
ALMS1	1017.5	318.021	411.72	523.767	352.679	523.026	540.557	381.554	549.206	237.864	305.747	403.438	485.53	456.972	458.932	442.056	234.146	325.458	369.378	302.778	210.428	168.891	437.633	378.483	474.304	373.97	406.222	552.023	368.855	277.578	368.623	422.833	403.264	306.324	340.227	430.495	350.942	461.035	425.172	413.832	337.392	552.577	360.217	303.9	490.76	378.26	390.394	248.162	369.498	500.836	626.858	364.029	300	381.4	573.678	852.503999999999	432.461	385.785	311.136	680.238	534.421	432.318	365.509	547.268	427.209	265.255	500.682	425.916	465.532	215.417	233.108	258.186	775.213	327.233	373.164	255.573	300.149	427.327	495.294	354.615	230.477	402.112	469.141	746.64	458.155	210.462	411.053	325.497	425.934	492.512	532.885	336.831	371.278	282.253	292.221	368.193	622.278	533.985	436.036	298.689	314.855	353.912	358.375	364.587	340.259	489.303	179.598	395.929	303.052	674.986	676.132	386.788	319.523	314.202	382.159	529.636	617.95	609.155	269.253	247.704	416.633	183.479	353.017	488.818	484.444	306.105	309.367	563.72	492.358	485.656	210.197	414.239	611.288	221.008	407.019	421.837	406.832	495.944	345.932	396.965	616.421	264.673	381.551	331.651	272.803	412.591	461.997	363.176	389.105	539.666	456.345	314.918	180.44	246.025	377.475	441.949	354.916	314.378	488.605	598.124	391.104	429.155	355.82	401.86	604.158	330.781	420.84	554.129	529.49	574.468	419.472	544.389	363.926	269.392	419.651	261.798	250	185.096
DDX39B	6076.69	4258.67	3863.48	6101.6	5428.73	6821.57	5282.45	5367.95	3894.29	4556.86	5193.09	5381.73	3750.18	4728.98	3561.48	4341.5	5678.98	6353.33	6775.49	3951.59	5188.08	5820.17	5639.57	4994.26	5574.74	5930.67	3306.32	6651.31	5057.38	5564.01	6649.17	4667.34	5646.14	5520.79	5014.68	5636.4	5273.27	4085.66	4905.76	4183.93	7163.26	6303.02	7061.98	9701.74	7375.77	5967.87	6039.35	6467.52	6487.21	7043.13	7474.8	6066.72	4610.34	8015.27	6880.18	4754.77	3679.03	4597.5	3031.26	6442.84	4712.37	2726.73	4899.26	5579.26	5692.99	8716.42	5357.26	6752.41	5443.06	5602.96	3912.72	6472.28	6441.19	4267.2	4626.48	7585.6	6469.82	5214.63	5458.48	4800.06	5844.82	4761.12	6203.8	5030.23	5766.9	5524.8	5106.04	4314.03	4966.02	5270.06	5478.62	5344.6	5115.11	5294.76	4555.14	5142.4	4529.94	6048.66	6719.24	4339.08	4405.12	5474.87	6279.15	7382.79	5652.85	5374.4	5996.62	6722.48	5308.02	5543.31	6023.02	5357.43	4814.19	5591.12	3963.81	5786.69	5027.9	6367.72	4056.47	3255.19	4101.68	4471.01	5613.67	6294.86	4317.65	5176.61	4189.95	5088.2	7192.07	5366.95	5327.6	4818.05	5173.99	5556.77	4844.87	5987.14	4501.39	5700.31	5591.62	6717.95	5040.26	6183.4	3271.58	5954.14	6014.92	5475.27	4512.87	5136.82	5035.68	3846.26	5907.4	5891.2	5747.48	4831.33	4125.87	4213.17	4468.75	4735.85	5268.17	5265.26	4282.96	5168.3	4871.75	4014.91	5252.9	3928.8	5850.69	5338.28	6262.88	5164.61	4807.63	5476.27	5557.4	6112.51	5387.5	5761.68	5361.51	5332.53
KAT6A	1384.34	1133.19	1172.01	1271.27	905.754	1366.78	1065.63	683.636	919.654	792.586	610.345	1113.13	1039.34	1247.28	840.884	728.505	1065.91	634.377	767.941	688.333	560.521	629.184	688.264	1255.03	1424.09	734.567	522.543	796.243	647.356	769.562	1085.57	911.628	998.731	921.292	861.908	1313.64	1135.26	930.399	789.879	1450.53	1006.6	407.216	791.572	1093.45	1096.51	1153.43	809.113	1212.01	871.545	628.969	986.016000000001	950.062	822.34	915.61	1370.28	2599.23	1276.12	945.569	1041.75	936.576	1153.24	700.508	1291.94	1103.74	1365.96	881.946	949.068	525.226	1538.72	1019.01	789.189	592.056	1446.74	860.176	1796.35	687.925	747.196	777.24	1094.58	689.773	494.301	996.876	930.078	859.08	1082.47	803.429	1069.95	652.923	1012.88	1516.59	744.174	992.506	737.279	574.468	949.214	1039.52	645.31	595.849	1266.67	798.774	1206.59	949.973	974.958	766.6	590.298	1133.32	525.268	715.036	584.102	1268.53	1086.72	537.569	772.128	788.625	744.788	1157.92	911.462	1463.47	836.281	907.852	1040.99	779.19	891.196	1539.4	889.876000000001	1121.06	1055.22	1049.75	1052.46	1402.96	444.618	1082.01	783.775	695.811	1294.88	1500.79	1011.39	1044.89	606.757	1116.98	1340.21	754.153	820.545	927.982	1335.11	1049.95	1322.19	1264.36	713.035	585.4	1021.54	653.318	735.181	821.339	1064.67	1186.86	937.25	925.566	1007.6	981.728	1008.33	1186.84	983.038	817.149	832.414	882.083000000001	1949.11	786.906	883.37	749.907	450.864	1283.46	896.169	756.289	1094.76	793.82	1187.88	511.218
PABPN1	1402.94	1582.73	2242.71	2097.21	1666.71	2325.95	2018.02	1534.33	1702.4	2797.88	4065.17	1971.21	2123.94	1661.2	2467.5	2099.96	2365.43	2381.42	2668.26	2552.11	3538.31	3195.34	3501.26	1560.69	1905.93	2578.22	2988.64	3467.3	3138.87	3813.47	2721.99	2834.09	7669.11	4420.17	5711.48	2113.19	3224.68	2134.71	1819.46	1875.52	2863.63	4893.34	3403.49	7471.74	7624.85	3068.06	4909.08	3483.79	4147.37	3490.53	4721.41	5470.43	3862.56	3241.65	2246.52	2080.34	2106.76	1776.72	942.917	2409.72	2314.96	1972.45	1626.52	1919.93	2051.21	3725.82	3360.8	4865.18	2144.77	6390.96	4896.42	2291.43	1139.49	4867.1	2343.27	3247.04	3888.78	3426.17	1646.96	2599.51	1902.7	1713.35	1913.19	1422.32	2259.71	5977.76	2144.74	2210.95	3333.74	2012.86	2585.96	3743.39	1885.44	2631.98	1583.66	2191.68	1485.34	3363.84	2758.63	2630.7	2363.18	2214.56	1991.25	1906.87	2356.51	2219.59	3473.06	3309.3	6613.75	2814.46	4232.53	3404.69	3775.29	6019.51	1748.87	1836.5	2515.43	2351.97	2345.97	1248.51	2035.32	4117.34	6874.35	2907.94	2312.8	2566.1	1775.91	1928.6	4879.21	1904.4	3593.52	1959.65	1908.75	3164.33	1698.56	2360.16	2314.79	2935.12	2448.23	2594.2	2046.37	4334.37	2114.99	2340.15	2378.32	2658.89	1724.07	2019.67	8540.82	5061.12	2797.82	2255.59	1811.75	2811.54	1665.9	1620.74	1741.4	2116.54	2020.82	2109.53	2065.23	2040.2	2551.5	1726.37	2966.81	1587.6	2650.8	2999.35	2225.92	2259.06	2430.23	2394.19	2111.78	3103.39	2467.6	1753.96	2692.79	3335.16
AKAP17A	940.437	712.15	1093.67	849.096	1352.68	1022.2	702.786	659.253	1316.73	1155.78	810.345	801.844	639.693	877.450999999999	921.915	728.972	1032.33	743.643999999999	1010.56	930	1631.91	649.311	863.628	735.681	1124.75	888.836	801.172	1565.03	1318.1	998.325	1394.95	872.304	1000.18	1394.7	1278.85	992.615	992.598	875.669	927.603999999999	911.87	1197.36	2168.04	896.238999999999	1713.02	1252.57	1158.68	1226.6	1543.5	1205.73	1086.91	1146.84	986.689000000001	989.362	1253.8	1664.84	1346.35	904.848	1127.97	992.949	1095.3	755.992	734.349	762.213	920.038	1210.84	1052.25	1031.38	1140.73	1012.77	1020.06	750.676	1099.84	816.93	902.635	895.197	1040.98	1014	1172.83	829.225	1006.45	658.506	642.604	1048.83	702.749	909.591	947.078	860.104	829.898	1025.33	1095.36	998.964	1316.8	1022.99	1173.29	598.549	1151.33	852.596	1148.56	1030.63	1053.19	1078.98	1025.55	1024.49	1239.44	740.321	833.291000000001	814.578	1211.42	990.774	1182.5	1270.91	981.845999999999	1043.31	1362.93	724.73	1008.89	850.212	1229.31	1198.52	757.926	628.283	1061.16	1049.53	1627.26	1096.3	1172.74	1194.28	1030.23	1705.08	538.495	2011.33	677.846	674.793	1466.91	443.324	1045.15	1436.85	968.091	980.223000000001	1046.01	852.211	643.411	706.499	575.229	1400.52	1072.32	943.98	877.534	1307.39	1120.49	1012.22	847.049	1026.97	1109.62	1044.43	671.61	924.061	850.208000000001	688.342	1007.01	888.41	1108.88	1023.95	884.298	1219.35	1064.82	1176.9	753.958	821.286	921.239	867.607	955.385	918.564	1166.14	989.083	652.809	1509.16	810.897
RBM10	2132.68	1782.82	1156.82	1683.17	1863.1	1832.24	1373.37	1205.17	1549.11	1672.11	1731.61	1903.36	1498.06	1324.07	1770.53	1245.33	1791.49	2127.58	2047.7	1832.22	2198.63	2476.48	1645	1589.4	1935.66	2221.37	1890.44	2473.51	2111.08	1685.57	1551.29	2177.59	2497.19	3001.35	1819.21	1906.17	1831.43	1274.24	1774.11	1416.26	1972.1	2034.02	2514.73	2387.79	2648.87	1916.36	1438.42	2448.53	2877.18	2283.57	2923.62	2779.92	1540.43	1514.95	1768.89	1745.11	1760.95	1803.44	1541.8	1737.49	1457.93	1031.3	1361.98	1372.58	1506.53	2481.22	2000.45	1824.75	998.298	2589.23	2777.03	1891.57	2225.19	2696.19	2229.46	2055.69	2490.92	1892.78	2322.28	1812.96	2085.27	1881.7	1733.59	1935.15	1655.47	2607.39	1296.2	1687.76	1285.1	1775.92	1865.87	1588.77	1154.17	2028.9	1471.99	1583.61	1958.54	1717.54	2477.48	1258	1733.79	2017.03	1643.29	2218.51	2147.24	1790.42	2953.97	1816.15	2347.76	1847.81	2498.85	2248.11	1788.45	2333.28	1901.29	1865.79	1699.82	1923.86	1706.79	1237.33	1591.14	1804.61	2703.01	1671.46	1575.8	2118.88	1793.35	2193.65	2074.07	1943.4	2693.49	1538.73	1913.35	2032.18	1783.78	1815.59	1726.19	2036.24	1592.99	2365.64	1758.74	3262.46	1576.1	1841.28	2091.15	1786.68	1632.75	1667.65	2513.62	1766.11	1728.75	1869.38	2024.11	1712.13	1529.7	1707.2	1914.07	1792.42	1888.79	1594.86	1507.98	1782.24	1534.12	1504.65	2068.31	1742.73	1777.06	1715.02	1776.94	1537.14	1853.5	1703.47	1640.82	2289.31	1822.71	1742.7	1343.69	2826.12
